season,player,team,runs,balls,strike_rate,fours,sixes,boundary_pct,dot_balls,dot_pct,runs_z,strike_rate_z,boundary_pct_z,dot_pct_z,impact_score,impact_score_pos,phase,name,year,adj_price,ROI,ROI_z
2025,Ishan Kishan,Sunrisers Hyderabad,104,86,120.93,14,1,17.44,33,38.37,0.2114153050594749,0.2370211246021768,0.2876992863937449,0.5035983856443753,0.2660279695325409,0.464474314438198,powerplay,Ishan Kishan,2025,118068750.0,0.3933930988836572,0.003308607460911742
2018,PP Shaw,Delhi Capitals,167,92,181.52,21,7,30.43,30,32.61,0.3614858497996491,0.6177329736266939,0.6289489713011215,0.3130528255671516,0.7871663560684254,0.9856127009740824,powerplay,PP Shaw,2018,17908153.956,5.503709111479131,0.0706720643892814
2023,Tilak Varma,Mumbai Indians,56,20,280.0,6,4,50.0,3,15.0,0.0931268744340564,0.9999999998660398,0.9999999998631988,0.0346286458182098,1.0141129056732416,1.212559250578899,powerplay,Tilak Varma,2023,2366172.2646,51.24560323522688,0.6736351897679312
2025,Rahmanullah Gurbaz,Kolkata Knight Riders,57,29,196.55,7,3,34.48,9,31.03,0.1131856534286951,0.5780862522685449,0.6138760217177053,0.3398954560327848,0.5538672218403605,0.7523135667460177,powerplay,Rahmanullah Gurbaz,2025,20990000.000000004,3.5841522951215703,0.04536874017184483
2025,DP Conway,Chennai Super Kings,58,50,116.0,10,0,20.0,18,36.0,0.1152756460165841,0.2147855906244567,0.3367023640011004,0.4507406277180171,0.2159071876105857,0.4143535325162428,powerplay,DP Conway,2025,65593750.00000001,0.6316966670090409,0.00644989111298436
2023,RR Rossouw,Delhi Capitals,38,31,122.58,5,1,19.35,14,45.16,0.0543910621966152,0.304004854270809,0.3517013694609097,0.5759146288588899,0.1810065044924391,0.3794528493980962,powerplay,RR Rossouw,2023,54421962.0858,0.6972421332400005,0.0073139021018188135
2020,JR Philippe,Royal Challengers Bengaluru,55,49,112.24,7,1,16.33,21,42.86,0.0682021644058687,0.2965975746939713,0.3527800143799168,0.4785709721503874,0.2180402336975269,0.416486578603184,powerplay,JR Philippe,2020,2778744.6906,14.988299573259978,0.19569658331935474
2025,N Rana,Rajasthan Royals,88,50,176.0,11,5,32.0,22,44.0,0.177975423653252,0.4854006086088799,0.5664042902855797,0.6291634392837834,0.4512135420704175,0.6496598869760746,powerplay,N Rana,2025,44079000.00000001,1.47385350615049,0.017551082471916408
2018,BA Stokes,Rajasthan Royals,44,39,112.82,3,2,12.82,17,43.59,0.0587630043313697,0.2888501191238,0.2538417699118791,0.5418353574797277,0.1431136522434231,0.3415599971490802,powerplay,BA Stokes,2018,186543270.375,0.1830996081833757,0.0005365486551178296
2022,DP Conway,Chennai Super Kings,84,75,112.0,6,4,13.33,27,36.0,0.1517309591258048,0.2991007940038989,0.2624334432292505,0.31585896924948,0.294272522980912,0.4927188678865691,powerplay,DP Conway,2022,12437784.508,3.961468118133512,0.050342463544178526
