season,player,team,runs,balls,strike_rate,fours,sixes,boundary_pct,dot_balls,dot_pct,runs_z,strike_rate_z,boundary_pct_z,dot_pct_z,impact_score,impact_score_pos,phase,name,year,adj_price,ROI
2025,AK Markram,Lucknow Super Giants,249,149,167.11,25,13,25.5,47,31.54,0.5144642303033697,0.44530448344418794,0.44198241354815343,0.3512699102701024,0.7277347389804282,0.9261810838860853,powerplay,AK Markram,2025,20990000.000000004,4.412487298170963
2023,PD Salt,Delhi Capitals,120,71,169.01,15,5,28.17,24,33.8,0.2308542068338473,0.5092840729849912,0.538259083005712,0.3720350278196948,0.5699314809662355,0.7683778258718925,powerplay,PD Salt,2023,23661722.645999998,3.247345247712919
2025,PD Salt,Royal Challengers Bengaluru,282,143,197.2,35,15,34.97,44,30.77,0.5834339857037045,0.5810179149633761,0.6232555170409882,0.3340967146568974,0.9374921143160271,1.1359384592216841,powerplay,PD Salt,2025,120692500.00000001,0.9411839668758903
2025,A Raghuvanshi,Kolkata Knight Riders,87,53,164.15,11,3,26.42,17,32.08,0.17588543106536308,0.4319541425569564,0.4595928945632968,0.3633134500507916,0.45450818366901474,0.6529545285746718,powerplay,A Raghuvanshi,2025,31485000.000000004,2.07385907122335
2021,VR Iyer,Kolkata Knight Riders,204,164,124.39,21,7,17.07,67,40.85,0.45447443669948745,0.3745419263242579,0.37803607729863703,0.46335939686669275,0.5819589282460977,0.7804052731517548,powerplay,VR Iyer,2021,2652233.1686,29.424459447647177
2014,DR Smith,Chennai Super Kings,290,217,133.64,26,18,20.28,89,41.01,0.7955506403379703,0.4937457345298807,0.5035125402185938,0.3787760243227792,0.99626121533685,1.194707560242507,powerplay,DR Smith,2014,87165827.2665,1.3706146063294038
2017,MK Tiwary,Lucknow Super Giants,33,31,106.45,3,1,12.9,12,38.71,0.021317824386936426,0.24266761360257022,0.2588221210687182,0.47022868181650085,0.11378941624680722,0.3122357611524643,powerplay,MK Tiwary,2017,7799001.048,4.003535314725147
2025,V Shankar,Chennai Super Kings,32,23,139.13,3,1,17.39,8,34.78,0.060935838731471945,0.3191076800574519,0.2867421950342262,0.4235311489542378,0.21027715409303394,0.40872349899869104,powerplay,V Shankar,2025,12594000.000000002,3.245382713980395
2016,KP Pietersen,Lucknow Super Giants,31,24,129.17,3,1,16.67,7,29.17,0.033807319453587226,0.40071638598237097,0.3591165327519227,0.23648405981905865,0.31806127034670284,0.51650761525236,powerplay,KP Pietersen,2016,57273523.99649999,0.9018261479491361
2025,JC Buttler,Gujarat Titans,108,79,136.71,10,5,18.99,33,41.77,0.21977527541103065,0.30819287433208015,0.3173691185388234,0.5794280805598261,0.2989043366693873,0.4973506815750444,powerplay,JC Buttler,2025,165296250.00000003,0.3008844311804075
2014,PA Patel,Royal Challengers Bengaluru,108,104,103.85,17,1,17.31,54,51.92,0.23628323608985627,0.3070116490342182,0.41505790279229643,0.613356709388667,0.3453014568289273,0.5437478017345845,powerplay,PA Patel,2014,27118257.371799998,2.005098610429232
2023,AM Rahane,Chennai Super Kings,141,74,190.54,13,7,27.03,13,17.57,0.27604598777752865,0.6044738549991274,0.5141461812550233,0.080752816123732,0.7302136544492275,0.9286599993548845,powerplay,AM Rahane,2023,5915430.661499999,15.698941505628273
2025,D Padikkal,Royal Challengers Bengaluru,91,55,165.45,7,7,25.45,22,40.0,0.1842454014169188,0.43781746794661885,0.4410253221886347,0.5399520335009003,0.40278084004146003,0.6012271849471171,powerplay,D Padikkal,2025,20990000.000000004,2.8643505714488664
2014,RG Sharma,Mumbai Indians,37,40,92.5,3,2,12.5,22,55.0,0.018107490476581,0.2358658997768912,0.2718030859503806,0.6795811374365988,0.05085598971640207,0.24930233462205917,powerplay,RG Sharma,2014,36803349.2903,0.6773903447091052
2025,KK Nair,Delhi Capitals,104,60,173.33,12,6,30.0,24,40.0,0.2114153050594749,0.4733582403085732,0.5281206359048332,0.5399520335009003,0.4814800403087714,0.6799263852144285,powerplay,KK Nair,2025,5247500.000000001,12.957148836863809
2024,T Kohler-Cadmore,Rajasthan Royals,42,48,87.5,6,1,14.58,29,60.42,0.06486418619369082,0.1745808015253095,0.2778303092668602,0.9839014857885471,-0.030965056848869577,0.16748128805678753,powerplay,T Kohler-Cadmore,2024,4435187.0,3.776194511230023
2014,KL Rahul,Sunrisers Hyderabad,64,56,114.29,6,1,12.5,20,35.71,0.10107573176613639,0.3724532016550547,0.2718030859503806,0.2648184046299098,0.3099530535291348,0.5083993984347919,powerplay,KL Rahul,2014,19370183.836999997,2.6246493203831744
2022,Ishan Kishan,Mumbai Indians,227,191,118.85,29,4,17.28,83,43.46,0.5611182639369384,0.3348756015765882,0.35569119500980023,0.4822656235775752,0.6317137626189824,0.8301601075246394,powerplay,Ishan Kishan,2022,189676213.747,0.43767222632983915
2013,RT Ponting,Mumbai Indians,42,47,89.36,3,1,8.51,20,42.55,0.055936195911591644,0.25065475510745944,0.1795963817628523,0.3726310681585989,0.1391053856287069,0.337551730534364,powerplay,RT Ponting,2013,49252953.84752,0.6853431198855101
2018,RA Tripathi,Rajasthan Royals,78,47,165.96,8,4,25.53,16,34.04,0.14244249007056892,0.5432436400595173,0.5245750197504522,0.3428487290858204,0.5187799522481712,0.7172262971538284,powerplay,RA Tripathi,2018,50739769.541999996,1.413538736237543
2016,RR Pant,Delhi Capitals,49,39,125.64,7,0,17.95,14,35.9,0.07643346711548468,0.3810263350656174,0.392774892018003,0.38495356799495706,0.3129225722348106,0.5113689171404677,powerplay,RR Pant,2016,31091341.5981,1.644730947125542
2018,SV Samson,Rajasthan Royals,134,102,131.37,13,3,15.69,36,35.29,0.2802675254057205,0.3776532770718158,0.3149750843915568,0.36889409929444705,0.44411121704835066,0.6425575619540078,powerplay,SV Samson,2018,119387693.03999999,0.5382108872299958
2022,Anuj Rawat,Royal Challengers Bengaluru,83,73,113.7,7,4,15.07,34,46.58,0.14886811084041227,0.30797921340150064,0.30351407312751805,0.5518619723046069,0.2441068365890812,0.4425531814947383,powerplay,Anuj Rawat,2022,42288467.3272,1.0465103359517773
2020,SA Yadav,Mumbai Indians,175,117,149.57,28,3,26.5,43,36.75,0.39841966637091364,0.5635661597275518,0.6694413335541229,0.3338177557566264,0.8016220863328741,1.0000684312385313,powerplay,SA Yadav,2020,2778744.6906,35.98993583763148
2018,AM Rahane,Rajasthan Royals,209,173,120.81,28,2,17.34,61,35.26,0.46485462630101276,0.32710010467661116,0.3501214150157619,0.36826901040943993,0.5825076870133766,0.7809540319190338,powerplay,AM Rahane,2018,59693846.519999996,1.3082655540674208
2025,MR Marsh,Lucknow Super Giants,297,179,165.92,25,20,25.14,65,36.31,0.6147838745220384,0.43993728558749684,0.43509135575961905,0.4576545116661906,0.7702904990033507,0.9687368439090078,powerplay,MR Marsh,2025,35683000.0,2.7148413639800686
2014,F du Plessis,Chennai Super Kings,90,53,169.81,13,3,30.19,18,33.96,0.1809710752301527,0.720471879960499,0.7986591587016262,0.22719088869358497,0.796252154972028,0.9946984998776851,powerplay,F du Plessis,2014,92008373.22575,1.0810956275002404
2025,Abhishek Sharma,Sunrisers Hyderabad,277,137,202.19,33,17,36.5,50,36.5,0.5729840227642599,0.6035240639590806,0.6525425126422594,0.4618920534408775,0.9152257648477018,1.1136721097533588,powerplay,Abhishek Sharma,2025,3148500.0000000005,35.371513728866404
2025,Abhishek Sharma,Sunrisers Hyderabad,277,137,202.19,33,17,36.5,50,36.5,0.5729840227642599,0.6035240639590806,0.6525425126422594,0.4618920534408775,0.9152257648477018,1.1136721097533588,powerplay,Abhishek Sharma,2025,39881000.00000001,2.792487925963137
2025,Ishan Kishan,Sunrisers Hyderabad,104,86,120.93,14,1,17.44,33,38.37,0.2114153050594749,0.23702112460217684,0.2876992863937449,0.5035983856443753,0.26602796953254093,0.46447431443819803,powerplay,Ishan Kishan,2025,118068750.00000001,0.3933930988836572
2018,PP Shaw,Delhi Capitals,167,92,181.52,21,7,30.43,30,32.61,0.3614858497996491,0.6177329736266939,0.6289489713011215,0.31305282556715164,0.7871663560684254,0.9856127009740825,powerplay,PP Shaw,2018,17908153.956,5.503709111479131
2023,Tilak Varma,Mumbai Indians,56,20,280.0,6,4,50.0,3,15.0,0.09312687443405646,0.9999999998660398,0.9999999998631988,0.03462864581820984,1.0141129056732416,1.2125592505788987,powerplay,Tilak Varma,2023,2366172.2646,51.24560323522688
2025,Rahmanullah Gurbaz,Kolkata Knight Riders,57,29,196.55,7,3,34.48,9,31.03,0.11318565342869519,0.5780862522685449,0.6138760217177053,0.3398954560327848,0.5538672218403605,0.7523135667460177,powerplay,Rahmanullah Gurbaz,2025,20990000.000000004,3.5841522951215703
2025,DP Conway,Chennai Super Kings,58,50,116.0,10,0,20.0,18,36.0,0.11527564601658412,0.21478559062445673,0.33670236400110043,0.45074062771801715,0.21590718761058572,0.41435353251624285,powerplay,DP Conway,2025,65593750.00000001,0.6316966670090409
2023,RR Rossouw,Delhi Capitals,38,31,122.58,5,1,19.35,14,45.16,0.05439106219661526,0.30400485427080903,0.3517013694609097,0.5759146288588899,0.18100650449243913,0.3794528493980962,powerplay,RR Rossouw,2023,54421962.0858,0.6972421332400005
2020,JR Philippe,Royal Challengers Bengaluru,55,49,112.24,7,1,16.33,21,42.86,0.06820216440586874,0.2965975746939713,0.3527800143799168,0.47857097215038746,0.21804023369752695,0.41648657860318405,powerplay,JR Philippe,2020,2778744.6906,14.988299573259978
2025,N Rana,Rajasthan Royals,88,50,176.0,11,5,32.0,22,44.0,0.17797542365325203,0.48540060860887996,0.5664042902855797,0.6291634392837834,0.45121354207041753,0.6496598869760746,powerplay,N Rana,2025,44079000.00000001,1.47385350615049
2018,BA Stokes,Rajasthan Royals,44,39,112.82,3,2,12.82,17,43.59,0.05876300433136977,0.28885011912380004,0.2538417699118791,0.5418353574797277,0.14311365224342315,0.34155999714908025,powerplay,BA Stokes,2018,186543270.375,0.18309960818337576
2022,DP Conway,Chennai Super Kings,84,75,112.0,6,4,13.33,27,36.0,0.1517309591258048,0.2991007940038989,0.26243344322925055,0.31585896924948,0.29427252298091205,0.49271886788656916,powerplay,DP Conway,2022,12437784.508000001,3.9614681181335123
2025,KL Rahul,Delhi Capitals,189,144,131.25,22,6,19.44,57,39.58,0.38906467503003395,0.28356690769549764,0.3259829407744914,0.5305848358936974,0.4405520664521879,0.6389984113578451,powerplay,KL Rahul,2025,146930000.0,0.43489989202875184
2025,RD Rickelton,Mumbai Indians,268,166,161.45,33,13,27.71,65,39.16,0.5541740894732595,0.4197764667476573,0.48428585163887833,0.5212176382864947,0.7147908467039832,0.9132371916096402,powerplay,RD Rickelton,2025,10495000.000000002,8.701640701378182
2022,N Rana,Kolkata Knight Riders,94,83,113.25,12,4,19.28,46,55.42,0.18035944197973025,0.305629043560959,0.402910309835395,0.7490516270311971,0.25369622668083236,0.45214257158648946,powerplay,N Rana,2022,99502276.06400001,0.4544042503064661
2016,KK Nair,Delhi Capitals,143,123,116.26,22,1,18.7,58,47.15,0.2990366826831714,0.3287054632244987,0.41249658690047203,0.6331381098937473,0.3992641088958747,0.5977104538015319,powerplay,KK Nair,2016,65455455.996,0.9131560459040391
2021,MM Ali,Chennai Super Kings,78,71,109.86,11,3,19.72,39,54.93,0.12745424877530523,0.30138415638546606,0.4376184082211347,0.7719770330610243,0.21799065099418052,0.4164369958998376,powerplay,MM Ali,2021,92828160.90100001,0.4486106283458121
2025,Washington Sundar,Gujarat Titans,30,14,214.29,3,2,35.71,3,21.43,0.05675585355569407,0.6580980925859394,0.6374204691618645,0.12578808215386522,0.6235565156142044,0.8220028605198615,powerplay,Washington Sundar,2025,33584000.0,2.447602609932889
2014,KD Karthik,Delhi Capitals,92,76,121.05,11,2,17.11,34,44.74,0.18711687088123088,0.4148272338118414,0.4091013615514683,0.45897638686134584,0.40350981025066246,0.6019561551563195,powerplay,KD Karthik,2014,242127297.96249998,0.24861143713318473
2014,MA Agarwal,Delhi Capitals,71,62,114.52,8,1,14.52,28,45.16,0.12258601654491003,0.3738949216840577,0.3319641524827444,0.46800699068606366,0.2939980454893728,0.4924443903950299,powerplay,MA Agarwal,2014,30992294.1392,1.588925260528459
2018,WP Saha,Sunrisers Hyderabad,73,56,130.36,12,0,21.43,21,37.5,0.1301366833442161,0.37281817251507754,0.43724171335091244,0.4149423138232988,0.36279450979383265,0.5612408546994898,powerplay,WP Saha,2018,74617308.14999999,0.752159074904245
2025,JP Inglis,Punjab Kings,141,91,154.95,10,11,23.08,42,46.15,0.2887450308113653,0.39045983979934473,0.39565919174745007,0.6771145698920831,0.40113820986749227,0.5995845547731493,powerplay,JP Inglis,2025,27287000.000000004,2.197326766493749
2018,SR Watson,Chennai Super Kings,233,166,140.36,13,19,19.28,76,45.78,0.5239224985875063,0.4206904948590213,0.3914449795072514,0.5874668460852414,0.6293934332522064,0.8278397781578635,powerplay,SR Watson,2018,59693846.519999996,1.386809238169133
2020,RV Uthappa,Rajasthan Royals,106,78,135.9,13,4,21.79,33,42.31,0.20854460274101283,0.4658040231776176,0.5227869762964522,0.46554081355520444,0.49532958904846125,0.6937759339541183,powerplay,RV Uthappa,2020,41681170.359,1.6644828539568945
2022,B Sai Sudharsan,Gujarat Titans,37,30,123.33,4,1,16.67,10,33.33,0.017177089712355244,0.3582728479890917,0.34128936498799384,0.25630055543500085,0.269568143378527,0.4680144882841841,powerplay,B Sai Sudharsan,2022,2487556.9016,18.814222419722604
2022,Abhishek Sharma,Sunrisers Hyderabad,245,176,139.2,35,4,22.16,71,40.34,0.6126495330740043,0.4411555043655267,0.4709058351842515,0.41266927485054355,0.7988042220197169,0.997250566925374,powerplay,Abhishek Sharma,2022,6840781.479400001,14.578021092011873
2025,JG Bethell,Royal Challengers Bengaluru,40,21,190.48,4,3,33.33,8,38.1,0.07765577943458336,0.5507090329491208,0.5918629204487761,0.4975766157540308,0.4545444694979671,0.6529908144036243,powerplay,JG Bethell,2025,27287000.000000004,2.393047291397457
2019,WP Saha,Sunrisers Hyderabad,68,40,170.0,11,1,30.0,11,27.5,0.09232146121524891,0.5972999518800344,0.6566026171669102,0.21363027207999796,0.6038892410133265,0.8023355859189836,powerplay,WP Saha,2019,17331030.636,4.62947416556043
2014,CA Pujara,Punjab Kings,64,63,101.59,11,0,17.46,32,50.79,0.10107573176613639,0.29284518266227466,0.41952530872291754,0.58906008481264,0.23935154022556737,0.4377978851312245,powerplay,CA Pujara,2014,36803349.2903,1.1895599003175827
2019,JM Bairstow,Sunrisers Hyderabad,195,137,142.34,28,4,23.36,54,39.42,0.40665437336530574,0.4452679589748927,0.49401848451499886,0.4346813263664112,0.6398613983015171,0.8383077432071742,powerplay,JM Bairstow,2019,31773556.166,2.638381863293678
2023,PN Mankad,Lucknow Super Giants,46,39,117.95,8,0,20.51,20,51.28,0.07160697874658911,0.2835344088121258,0.37623730457564564,0.6857511744891606,0.16263422211562661,0.3610805670212837,powerplay,PN Mankad,2023,2366172.2646,15.260113239571092
2018,M Vohra,Royal Challengers Bengaluru,38,29,131.03,2,2,13.79,10,34.48,0.04399603625974638,0.3760256181121217,0.27450355215762384,0.35201669939925695,0.2411312267150116,0.4395775716206687,powerplay,M Vohra,2018,16415807.793,2.6777699712597305
2024,DJ Mitchell,Chennai Super Kings,129,88,146.59,13,4,19.32,26,29.55,0.25764083655069936,0.38530804014208664,0.3518655632942648,0.26356509325494787,0.4780366648175376,0.6764830097231946,powerplay,DJ Mitchell,2024,155231545.0,0.4357896519829102
2022,SA Yadav,Mumbai Indians,55,35,157.14,7,1,22.86,11,31.43,0.06870835884942103,0.5348489420084533,0.4874325253732096,0.2139181635820008,0.47756034542710757,0.6760066903327646,powerplay,SA Yadav,2022,6218892.254000001,10.870210685801094
2022,Tilak Varma,Mumbai Indians,46,45,102.22,3,2,11.11,19,42.22,0.04294272428088816,0.2480237694694606,0.21002022577284032,0.4546055362629856,0.1164935048783233,0.3149398497839804,powerplay,Tilak Varma,2022,2487556.9016,12.660608872159292
2018,Q de Kock,Royal Challengers Bengaluru,132,106,124.53,14,5,17.92,42,39.62,0.2753452027151793,0.3449086085885582,0.36247588275033094,0.45911526169712946,0.4181100351949326,0.6165563801005898,powerplay,Q de Kock,2018,41785692.563999996,1.475520309149494
2024,RR Rossouw,Punjab Kings,82,52,157.69,16,1,32.69,24,46.15,0.1534971288865683,0.42489295042548864,0.5606949612576401,0.6509179962694521,0.3922815120071014,0.5907278569127585,powerplay,RR Rossouw,2024,88703740.0,0.6659559753768652
2018,C Munro,Delhi Capitals,61,32,190.63,7,4,34.38,12,37.5,0.10060274720096934,0.6613446592820266,0.7130871567348245,0.4149423138232988,0.6075610537854701,0.8060073986911271,powerplay,C Munro,2018,28354577.097,2.8426006705506643
2014,DA Warner,Sunrisers Hyderabad,128,102,125.49,16,2,17.65,37,36.27,0.2977411926006381,0.4426586987195535,0.42518402290170415,0.27685920972953376,0.567797350827194,0.7662436957328511,powerplay,DA Warner,2014,106536011.1035,0.7192344520844163
2025,Q de Kock,Kolkata Knight Riders,79,60,131.67,4,7,18.33,28,46.67,0.15916549036225164,0.28546121282138853,0.30473551259317705,0.6887120526438579,0.2005803635742678,0.39902670847992494,powerplay,Q de Kock,2025,37782000.0,1.056129131543923
2019,SO Hetmyer,Royal Challengers Bengaluru,34,28,121.43,3,2,17.86,13,46.43,0.008169343001847842,0.3303370489370578,0.3593478927099518,0.5646786326204176,0.16400696080336022,0.36245330570901735,powerplay,SO Hetmyer,2019,60658607.226,0.5975298845200975
2014,RV Uthappa,Kolkata Knight Riders,302,210,143.81,39,8,22.38,75,35.71,0.8324254142444394,0.5574948332036267,0.5660562232472888,0.2648184046299098,1.119967527069672,1.318413871975329,powerplay,RV Uthappa,2014,96850919.185,1.3612817338955325
2014,M Vijay,Delhi Capitals,89,108,82.41,9,1,9.26,54,50.0,0.1778981774046136,0.17261826893932034,0.17530711784896535,0.5720739490470993,0.1358936947112557,0.33434003961691283,powerplay,M Vijay,2014,96850919.185,0.3452110134115221
2018,E Lewis,Mumbai Indians,242,160,151.25,26,13,24.38,70,43.75,0.5460729506949413,0.47282345389157604,0.5000790923457031,0.5451691648664317,0.734754929597378,0.9332012745030351,powerplay,E Lewis,2018,56709154.194,1.6455919467791509
2015,RG Sharma,Mumbai Indians,111,76,146.05,12,5,22.37,30,39.47,0.23459943106747458,0.4770604118929163,0.48177250906807056,0.43538533593335205,0.5123917791010639,0.710838124006721,powerplay,RG Sharma,2015,5236600.1181,13.574420577766688
2023,SA Yadav,Mumbai Indians,72,58,124.14,7,1,13.79,18,31.03,0.12755870753400417,0.31090202379900467,0.2340980942557962,0.3223214279184122,0.26614569196629034,0.46459203687194744,powerplay,SA Yadav,2023,2366172.2646,19.634751189617482
2025,Priyansh Arya,Punjab Kings,318,164,193.9,39,16,33.54,52,31.71,0.658673718867706,0.566134088974233,0.5958827041587546,0.3550613950158749,0.9716348179479584,1.1700811628536154,powerplay,Priyansh Arya,2025,39881000.00000001,2.9339313529089424
2018,N Rana,Kolkata Knight Riders,107,85,125.88,11,5,18.82,40,47.06,0.21381616908341525,0.3513713721049906,0.3816466085453518,0.614137305178875,0.33423840361097334,0.5326847485166304,powerplay,N Rana,2018,50739769.541999996,1.0498367519696734
2018,DJM Short,Rajasthan Royals,43,47,91.49,5,0,10.64,18,38.3,0.05630184298609918,0.1867384555641679,0.20740601187505067,0.4316113507568198,0.10226000228769017,0.30070634719334727,powerplay,DJM Short,2018,59693846.519999996,0.5037476469079569
2024,R Ravindra,Chennai Super Kings,161,96,167.71,19,8,28.13,35,36.46,0.3285471907050013,0.46062635592455975,0.4894711725730484,0.42480657276279277,0.5859709863553149,0.7844173312609719,powerplay,R Ravindra,2024,19958341.5,3.9302731204442614
2025,AM Rahane,Kolkata Knight Riders,266,154,172.73,31,15,29.87,60,38.96,0.5499941042974815,0.4706520901287289,0.5256321983700846,0.5167570679973507,0.7568286973696825,0.9552750422753395,powerplay,AM Rahane,2025,15742500.000000002,6.068127948390278
2018,G Gambhir,Delhi Capitals,55,56,98.21,6,1,12.5,24,42.86,0.08583577912934597,0.2189086561792981,0.2470255118514272,0.5266248612778895,0.1312969733429012,0.3297433182485583,powerplay,G Gambhir,2018,41785692.563999996,0.7891297188469841
2014,V Sehwag,Punjab Kings,221,166,133.13,29,8,22.29,73,43.98,0.5835206903757733,0.4905488770742652,0.5633757796889161,0.44263529422614184,0.832819503429921,1.031265848335578,powerplay,V Sehwag,2014,61984588.2784,1.6637455809236168
2018,JC Buttler,Rajasthan Royals,218,117,186.32,25,11,30.77,30,25.64,0.4870050784084478,0.6407116883517869,0.6361912454903516,0.1678238412838498,0.945898814988155,1.1443451598938121,powerplay,JC Buttler,2018,65663231.172,1.7427487795967338
2014,WP Saha,Punjab Kings,110,86,127.91,13,4,19.77,39,45.35,0.24242903174093447,0.457828100763847,0.48832336005448207,0.47209226384486475,0.5009751086457286,0.6994214535513856,powerplay,WP Saha,2014,42614404.4414,1.6412794282111238
2023,HC Brook,Sunrisers Hyderabad,73,69,105.8,8,2,14.49,35,50.72,0.12971069710275088,0.22981606921752498,0.24890426199744722,0.6757007716210311,0.1279732787035051,0.3264196236091622,powerplay,HC Brook,2023,156758912.52975,0.2082303445089374
2014,NV Ojha,Sunrisers Hyderabad,39,35,111.43,5,2,20.0,19,54.29,0.024253286127659195,0.3545257265117987,0.4951733824814344,0.6643151166852898,0.22019897926908527,0.4186453241747424,powerplay,NV Ojha,2014,9685091.918499999,4.322574609488901
2022,AM Rahane,Kolkata Knight Riders,81,74,109.46,7,4,14.86,34,45.95,0.14314241426962718,0.2858353909039527,0.2985560660708305,0.5378088634270333,0.2304391975714419,0.428885542477099,powerplay,AM Rahane,2022,12437784.508000001,3.448247090960928
2025,R Ravindra,Chennai Super Kings,103,77,133.77,13,0,16.88,23,29.87,0.20932531247158595,0.29493273845084345,0.2769798631671358,0.3140241483557487,0.345360313121177,0.5438066580268341,powerplay,R Ravindra,2025,41980000.00000001,1.2953946117837876
2022,WP Saha,Gujarat Titans,191,132,144.7,25,6,23.48,47,35.61,0.458055725662807,0.46987980241659116,0.502070450969144,0.30715942565860105,0.7351683569770757,0.9336147018827328,powerplay,WP Saha,2022,23631790.5652,3.95067271481987
2015,MEK Hussey,Chennai Super Kings,31,31,100.0,3,1,12.9,13,41.94,0.033878700759976725,0.24747300516050805,0.2691193050690988,0.4820321518875668,0.12733350490305984,0.32577984980871694,powerplay,MEK Hussey,2015,26183000.5905,1.2442418457070192
2018,PA Patel,Royal Challengers Bengaluru,116,68,170.59,16,4,29.41,23,33.82,0.23596662119085035,0.5654085253047633,0.6072221487334312,0.3382647439291022,0.6432481033563753,0.8416944482620323,powerplay,PA Patel,2018,25369884.770999998,3.317691254254978
2020,SM Curran,Chennai Super Kings,45,32,140.63,4,3,21.88,15,46.88,0.04068403924211501,0.4996310097087945,0.525589288855516,0.5738095858824529,0.3467350404683356,0.5451813853739926,powerplay,SM Curran,2020,76415478.9915,0.7134436537846414
