season,player,team,runs,balls,strike_rate,fours,sixes,boundary_pct,dot_balls,dot_pct,runs_z,strike_rate_z,boundary_pct_z,dot_pct_z,impact_score,impact_score_pos,phase,name,year,adj_price,ROI
2018,M Vijay,Chennai Super Kings,11,7,157.14,0,1,14.29,2,28.57,0.03401589994478737,0.5829761935251941,0.2745407511358517,0.3694199618190648,0.3314181661838408,0.6120586603928044,powerplay,M Vijay,2018.0,29846923.259999998,1.110393065632993
2018,SW Billings,Chennai Super Kings,18,16,112.5,3,0,18.75,9,56.25,0.049452363299061525,0.42074584117820657,0.3510589946255705,0.5946703905749403,0.22951024163737715,0.5101507358463409,powerplay,SW Billings,2018.0,14923461.629999999,1.5379155810338434
2017,M Vohra,Kings XI Punjab,138,99,139.39,17,4,21.21,36,36.36,0.3354848117605005,0.5535634090540111,0.4115107413686599,0.40039822806650066,0.6102299191313527,0.8908704133403165,powerplay,,,,
2025,M Shahrukh Khan,Gujarat Titans,2,6,33.33,0,0,0.0,4,66.67,0.020127434121484926,0.15605119948877746,0.027648299799467854,0.6754432831556143,-0.09606370299534706,0.18457679121361664,powerplay,M Shahrukh Khan,2025.0,3148500.0000000005,-3.0510942669635392
2024,Mohammad Nabi,Mumbai Indians,22,15,146.67,2,1,20.0,4,26.67,0.05678310420880284,0.5059657568754163,0.3205930044170672,0.3325267111305564,0.34291820045326377,0.6235586946622275,powerplay,Mohammad Nabi,2024.0,16631951.25,2.061803785369223
2019,AM Rahane,Rajasthan Royals,205,139,147.48,27,5,23.02,49,35.25,0.45402825397882446,0.5392632228777364,0.3902582274057707,0.41043701862398735,0.6853393113673284,0.965979805576292,powerplay,,,,
2023,BA Stokes,Chennai Super Kings,2,3,66.67,0,0,0.0,1,33.33,0.031137669696178222,0.28050368246564134,0.04029542054995537,0.39256606730055993,0.0655250960470752,0.3461655902560389,powerplay,BA Stokes,2023.0,192251496.49875,0.0340830096204225
2023,Lalit Yadav,Delhi Capitals,4,6,66.67,0,0,0.0,3,50.0,0.03516111985440678,0.28050368246564134,0.04029542054995537,0.5211621797624842,0.030165022435080735,0.31080551664404443,powerplay,,,,
2013,S Badrinath,Chennai Super Kings,24,28,85.71,3,0,10.71,15,53.57,0.08915016532289045,0.39627273629440674,0.25506698657487353,0.5066822709263127,0.232231963086315,0.5128724572952787,powerplay,,,,
2018,CA Lynn,Kolkata Knight Riders,246,177,138.98,32,10,23.73,78,44.07,0.5522400268382769,0.5169792580722081,0.4364986476701444,0.4955536917943563,0.7480399344199836,1.0286804286289473,powerplay,CA Lynn,2018.0,143265231.648,0.5221364079862054
2015,KL Rahul,Sunrisers Hyderabad,14,24,58.33,1,0,4.17,14,58.33,0.0467320688280456,0.2694797880531269,0.10206932569226114,0.5655683177518172,0.04838625032497229,0.329026744533936,powerplay,,,,
2025,Dhruv Jurel,Rajasthan Royals,32,19,168.42,5,1,31.58,7,36.84,0.07902579912199051,0.533886198706739,0.4628698862820569,0.4335639007781824,0.40838601724443285,0.6890265114533966,powerplay,,,,
2017,KA Pollard,Mumbai Indians,19,22,86.36,1,1,9.09,10,45.45,0.05178196345385099,0.3597262974836636,0.18660360248926605,0.4742481009385294,0.16298591034352353,0.44362640455248725,powerplay,,,,
