name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price,Unnamed: 0
Mohammed Shami,india,32.0,,bowler,right-handed-bat,right-arm-fast,3,7,3.5,70.0,0,0,1,12,74,5.69,93.68,0,6,2,27,8.95,28.19,18.89,127,8.44,26.86,19.1,gujarat-titans,2022,62500000,51.0
DA Miller,south africa,33.0,,batsman,left-handed-bat,,36,2593,33.24,140.78,8,168,130,43,2924,36.1,139.24,13,207,134,0,0.0,0.0,0.0,0,0.0,0.0,0.0,gujarat-titans,2022,30000000,425.0
JJ Roy,england,32.0,,batsman,right-handed-bat,,0,1522,23.78,137.62,8,153,69,2,614,32.32,138.61,4,75,21,0,0.0,0.0,0.0,0,0.0,0.0,0.0,gujarat-titans,2022,20000000,330.0
WP Saha,india,38.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,24,2934,24.25,127.57,13,296,87,0,0.0,0.0,0.0,0,0.0,0.0,0.0,gujarat-titans,2022,19000000,73.0
MS Wade,australia,35.0,5.5777,wk-batsman,left-handed-bat,,22,1202,26.13,134.16,3,95,46,0,183,13.07,103.39,0,23,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,gujarat-titans,2022,24000000,730.0
LH Ferguson,new zealand,31.0,,bowler,right-handed-bat,right-arm-fast,7,29,3.63,80.56,0,0,2,7,68,22.67,147.83,0,6,2,64,7.1,16.98,14.36,46,8.96,31.0,20.76,gujarat-titans,2022,100000000,363.0
A Manohar,india,28.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,231,16.5,132.76,0,21,10,0,0.0,0.0,0.0,0,0.0,0.0,0.0,gujarat-titans,2022,26000000,732.0
R Tewatia,india,29.0,,batting-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,1013,25.33,134.71,1,84,47,0,0.0,0.0,0.0,32,7.91,34.72,26.34,gujarat-titans,2022,90000000,130.0
R Sai Kishore,india,26.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,1,13,13.0,216.67,0,0,2,4,5.25,15.75,18.0,13,8.32,19.85,14.31,gujarat-titans,2022,30000000,584.0
V Shankar,india,31.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,101,25.25,138.36,0,11,5,16,1115,25.34,129.81,6,80,45,5,9.1,38.2,25.2,9,8.67,38.22,26.44,gujarat-titans,2022,14000000,44.0
J Yadav,india,32.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,40,10.0,111.12,0,2,1,0,0.0,0.0,0.0,8,6.85,55.63,48.75,gujarat-titans,2022,17000000,66.0
DG Nalkande,india,24.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,12,6.0,100.0,0,0,1,0,0.0,0.0,0.0,6,10.57,24.67,14.0,gujarat-titans,2022,2000000,546.0
Yash Dayal,india,25.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,28,9.57,32.86,20.61,gujarat-titans,2022,32000000,739.0
B Sai Sudharsan,india,21.0,,batsman,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,3,1034,47.0,139.17,6,95,31,0,0.0,0.0,0.0,0,0.0,0.0,0.0,gujarat-titans,2022,2000000,740.0
AS Joseph,west indies,26.0,,bowler,right-handed-bat,right-arm-fast,9,121,17.29,104.32,0,9,5,6,27,27.0,84.38,0,3,0,54,8.68,22.5,15.56,21,9.55,32.9,20.67,gujarat-titans,2022,24000000,742.0
VR Aaron,india,33.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,8,50,10.0,69.45,0,2,2,0,0.0,0.0,0.0,44,8.94,33.66,22.59,gujarat-titans,2022,5000000,136.0
PJ Sangwan,india,32.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,7,26,3.25,59.1,0,1,0,0,0.0,0.0,0.0,38,8.69,32.63,22.53,gujarat-titans,2022,2000000,259.0
PJ Cummins,australia,29.0,6.29952,bowler,right-handed-bat,right-arm-fast,12,158,10.53,118.8,0,11,7,15,515,19.81,149.71,3,33,34,66,7.44,23.58,19.0,63,8.75,30.52,20.94,kolkata-knight-riders,2022,72500000,93.0
Mohammad Nabi,afghanistan,37.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,25,2237,22.6,136.24,6,156,109,3,215,13.44,143.34,0,18,11,97,7.31,28.14,23.11,15,7.44,34.47,27.8,kolkata-knight-riders,2022,10000000,376.0
N Rana,india,29.0,,batsman,left-handed-bat,right-arm-offbreak,0,15,7.5,55.56,0,0,0,8,2636,28.34,135.05,18,234,132,0,0.0,0.0,0.0,10,8.4,25.2,18.0,kolkata-knight-riders,2022,80000000,209.0
SW Billings,england,31.0,,wk-batsman,right-handed-bat,,5,478,17.07,129.9,2,41,16,1,503,19.35,129.64,3,40,20,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2022,20000000,240.0
UT Yadav,india,35.0,,bowler,right-handed-bat,right-arm-fast,1,22,22.0,104.77,0,2,0,31,208,9.9,103.49,0,16,9,12,9.33,23.33,15.0,144,8.49,29.98,21.18,kolkata-knight-riders,2022,20000000,91.0
Shivam Mavi,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,0,28,14.0,155.56,0,2,2,3,51,5.67,91.08,0,4,2,7,8.79,17.57,12.0,30,8.71,31.4,21.63,kolkata-knight-riders,2022,72500000,442.0
SP Jackson,india,36.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,2,61,10.17,107.02,0,5,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2022,6000000,199.0
AM Rahane,india,34.0,,batsman,right-handed-bat,right-arm-medium,2,375,20.83,113.3,1,32,6,17,4642,30.14,123.43,30,478,103,0,0.0,0.0,0.0,1,5.0,5.0,6.0,kolkata-knight-riders,2022,10000000,476.0
RK Singh,india,25.0,,batsman,left-handed-bat,right-arm-offbreak,11,546,42.0,161.07,3,45,31,11,893,30.79,143.34,4,67,46,2,3.0,1.5,3.0,0,0.0,0.0,0.0,kolkata-knight-riders,2022,5500000,345.0
AS Roy,india,24.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,3,26,8.67,108.34,0,3,0,0,0.0,0.0,0.0,5,8.43,38.2,27.2,kolkata-knight-riders,2022,2000000,469.0
AD Hales,england,33.0,,batsman,right-handed-bat,right-arm-medium,8,2074,30.96,138.36,12,226,69,0,148,24.67,125.43,0,13,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2022,15000000,755.0
Rasikh Salam,india,22.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,40,8.0,100.0,0,5,0,0,0.0,0.0,0.0,9,10.43,37.67,21.67,kolkata-knight-riders,2022,2000000,563.0
TG Southee,new zealand,34.0,,bowler,right-handed-bat,right-arm-fast-medium,23,303,11.22,139.0,0,20,18,7,120,9.23,112.15,0,8,4,164,8.0,22.38,16.79,47,8.67,37.06,25.66,kolkata-knight-riders,2022,15000000,119.0
B Indrajith,india,28.0,,wk-batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,21,7.0,70.0,0,2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2022,2000000,758.0
A Tomar,india,27.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,4,4.0,50.0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2022,4000000,760.0
Arshad Khan,india,26.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,115,12.78,110.58,1,8,6,0,0.0,0.0,0.0,0,13.0,0.0,0.0,kolkata-knight-riders,2022,2000000,761.0
R Vinay Kumar,india,23.0,,batsman,left-handed-bat,,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2022,2000000,762.0
P Simran Singh,india,30.0,,batting-allrounder,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2022,2000000,338.0
Abhishek Sharma,india,20.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2022,5500000,764.0
Q de Kock,south africa,30.0,,wk-batsman,left-handed-bat,,9,2584,31.51,138.33,16,264,103,6,3157,31.26,134.23,23,316,123,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2022,67500000,33.0
KH Pandya,india,31.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,5,124,24.8,130.53,0,8,6,36,1647,21.96,132.83,1,144,61,15,8.11,36.93,27.33,76,7.37,34.29,27.92,lucknow-super-giants,2022,82500000,283.0
Arshad Khan,india,26.0,,bowler,right-handed-bat,right-arm-fast,3,27,13.5,135.0,0,3,1,8,41,20.5,164.0,0,3,3,27,9.04,27.85,18.48,74,8.87,26.68,18.04,lucknow-super-giants,2022,100000000,412.0
Arshdeep Singh,india,,,bowler,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2022,5000000,275.0
K Gowtham,india,34.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,9,247,13.72,166.9,0,15,17,0,0.0,0.0,0.0,21,8.24,38.48,28.0,lucknow-super-giants,2022,9000000,355.0
PVD Chameera,sri lanka,30.0,,bowler,right-handed-bat,right-arm-fast,13,101,6.73,89.39,0,9,1,4,43,10.75,153.58,0,3,3,55,8.09,28.87,21.42,9,9.19,48.0,31.33,lucknow-super-giants,2022,20000000,483.0
S Nadeem,india,33.0,,bowler,right-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,8,39,2.79,44.83,0,2,0,0,0.0,0.0,0.0,48,7.56,37.17,29.48,lucknow-super-giants,2022,5000000,63.0
M Vohra,india,29.0,,batsman,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,2,1083,22.1,130.64,3,104,43,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2022,2000000,504.0
E Lewis,west indies,31.0,,batsman,left-handed-bat,,3,1643,28.82,151.99,12,125,124,2,654,27.25,137.11,4,62,36,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2022,20000000,455.0
M Shahrukh Khan,india,24.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,2,25,8.33,104.17,0,2,1,0,0.0,0.0,0.0,27,8.51,25.52,18.0,lucknow-super-giants,2022,2000000,470.0
MP Yadav,india,20.0,,bowler,right-handed-bat,right-arm-fast,1,1,0.0,100.0,0,0,0,0,0,0.0,0.0,0,0,0,4,6.92,20.75,18.0,7,6.99,12.14,10.43,lucknow-super-giants,2022,2000000,775.0
A Badoni,india,23.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,9,634,24.38,134.04,4,46,24,0,0.0,0.0,0.0,2,8.64,18.0,12.5,lucknow-super-giants,2022,2000000,776.0
KR Mayers,west indies,30.0,,batting-allrounder,left-handed-bat,right-arm-medium,2,762,21.77,138.3,3,68,51,0,379,29.15,144.11,4,38,22,0,9.5,0.0,0.0,0,8.43,0.0,0.0,lucknow-super-giants,2022,5000000,777.0
KV Sharma,india,35.0,,bowler,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,14,351,13.5,119.39,0,20,17,1,7.0,28.0,24.0,76,8.38,27.46,19.67,lucknow-super-giants,2022,2000000,154.0
JO Holder,west indies,31.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,14,491,16.37,129.22,0,31,27,6,259,12.33,123.34,0,13,18,66,8.58,28.88,20.2,53,8.81,27.57,18.77,lucknow-super-giants,2022,87500000,4.0
Ishan Kishan,india,24.0,,wk-batsman,left-handed-bat,,1,796,25.68,124.38,6,79,36,6,2644,28.43,135.87,16,255,119,0,0.0,0.0,0.0,0,0.0,0.0,0.0,mumbai-indians,2022,152500000,255.0
D Brevis,south africa,19.0,,batsman,right-handed-bat,right-arm-legbreak,0,5,2.5,71.43,0,0,0,0,230,23.0,133.73,0,17,16,0,0.0,0.0,0.0,1,0.0,8.0,3.0,mumbai-indians,2022,30000000,781.0
Arshdeep Singh,india,24.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,139,15.44,120.87,0,19,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,mumbai-indians,2022,2000000,561.0
Basil Thampi,india,29.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,7,32,32.0,91.43,0,1,1,0,0.0,0.0,0.0,22,9.74,38.45,23.68,mumbai-indians,2022,3000000,331.0
M Ashwin,india,32.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,4,35,3.89,70.0,0,2,1,0,0.0,0.0,0.0,35,8.01,33.2,24.86,mumbai-indians,2022,16000000,288.0
JD Unadkat,india,31.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,16,197,12.31,118.68,0,16,7,14,8.68,21.5,14.86,99,8.98,32.21,21.53,mumbai-indians,2022,13000000,23.0
M Markande,india,25.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,8,48,16.0,114.29,0,5,1,0,7.75,0.0,0.0,37,8.91,28.89,19.46,mumbai-indians,2022,6500000,467.0
SA Yadav,india,27.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11.5,0.0,0.0,mumbai-indians,2022,5000000,352.0
DR Sams,australia,30.0,,bowling-allrounder,right-handed-bat,left-arm-fast-medium,3,106,26.5,170.97,0,8,6,4,44,4.89,100.0,0,1,3,7,10.17,43.57,25.71,14,8.72,37.36,25.71,mumbai-indians,2022,26000000,788.0
TS Mills,england,30.0,,bowler,right-handed-bat,left-arm-fast,2,8,2.0,66.67,0,0,1,1,8,2.0,57.15,0,0,1,14,8.83,33.86,23.0,11,9.85,31.18,19.0,mumbai-indians,2022,15000000,369.0
TH David,australia,26.0,,batsman,right-handed-bat,right-arm-offbreak,12,1201,33.36,161.21,6,101,65,12,659,28.65,170.29,0,38,46,5,9.33,51.0,32.8,0,0.0,0.0,0.0,mumbai-indians,2022,82500000,790.0
RK Singh,india,25.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,15,15.0,250.0,0,1,1,7,170,28.33,166.67,0,8,13,1,12.6,42.0,20.0,6,9.45,10.5,6.67,mumbai-indians,2022,2000000,791.0
FA Allen,west indies,27.0,,batting-allrounder,right-handed-bat,left-arm-orthodox,9,272,15.11,136.69,0,16,21,2,14,7.0,73.69,0,1,0,24,7.55,30.46,24.21,2,9.07,68.0,45.0,mumbai-indians,2022,7500000,631.0
RP Meredith,australia,26.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,3,0,0.0,0.0,0,0,0,9,9.72,24.67,15.22,19,9.46,32.21,20.42,mumbai-indians,2022,10000000,663.0
HR Shokeen,india,22.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,3,66,22.0,101.54,0,9,0,0,0.0,0.0,0.0,5,9.24,62.8,40.8,mumbai-indians,2022,2000000,796.0
Arshad Khan,india,25.0,,bowling-allrounder,left-handed-bat,left-arm-medium,0,0,0.0,0.0,0,0,0,3,101,25.25,146.38,1,6,6,0,0.0,0.0,0.0,6,12.49,50.67,24.33,mumbai-indians,2022,2000000,797.0
Arjun Tendulkar,india,23.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,13,13.0,144.45,0,0,1,0,0.0,0.0,0.0,3,9.37,38.0,24.33,mumbai-indians,2022,3000000,661.0
K Rabada,south africa,27.0,,bowler,left-handed-bat,right-arm-fast,15,156,17.33,110.64,0,14,5,14,206,12.12,106.74,0,16,8,71,8.3,27.15,19.62,117,8.48,21.97,15.54,punjab-kings,2022,92500000,322.0
JM Bairstow,england,33.0,,wk-batsman,right-handed-bat,right-arm-medium,16,1671,29.84,137.54,10,148,76,4,1589,34.54,144.46,9,166,69,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2022,67500000,580.0
RD Chahar,india,23.0,,bowler,right-handed-bat,right-arm-legbreak,0,5,5.0,100.0,0,1,0,8,129,8.06,104.04,0,13,5,7,7.59,23.86,18.86,75,7.72,28.55,22.19,punjab-kings,2022,52500000,365.0
SN Khan,india,27.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,10,553,19.75,141.44,1,35,37,0,0.0,0.0,0.0,0,7.5,0.0,0.0,punjab-kings,2022,90000000,664.0
JM Sharma,india,29.0,,wk-batsman,right-handed-bat,,0,100,14.29,147.06,0,11,4,4,730,22.81,151.14,0,53,45,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2022,2000000,286.0
IC Porel,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1,9.75,39.0,24.0,punjab-kings,2022,2500000,597.0
LS Livingstone,england,29.0,,batting-allrounder,right-handed-bat,right-arm-legbreak,9,955,25.13,148.99,2,54,59,6,939,28.45,162.46,6,66,66,33,8.73,25.39,17.45,11,9.14,35.73,23.45,punjab-kings,2022,115000000,567.0
OF Smith,west indies,26.0,,bowling-allrounder,right-handed-bat,right-arm-medium,7,193,14.85,139.86,0,13,12,3,51,17.0,115.91,0,1,5,27,10.29,28.59,16.67,6,11.87,29.67,15.0,punjab-kings,2022,60000000,806.0
Sandeep Sharma,india,29.0,,bowler,right-handed-bat,right-arm-fast-medium,1,1,0.0,100.0,0,0,0,21,54,9.0,77.15,0,4,0,1,10.43,73.0,42.0,137,7.89,27.07,20.6,punjab-kings,2022,5000000,79.0
RA Bawa,india,20.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,11,5.5,78.58,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2022,20000000,808.0
R Dhawan,india,32.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,1,0.0,50.0,0,0,0,13,210,19.09,112.3,0,18,7,1,10.5,42.0,24.0,25,8.08,35.64,26.48,punjab-kings,2022,5500000,72.0
NT Ellis,australia,28.0,,bowler,right-handed-bat,right-arm-fast-medium,3,18,6.0,47.37,0,0,0,1,19,4.75,76.0,0,0,1,32,7.66,16.91,13.25,18,8.61,28.22,19.67,punjab-kings,2022,7500000,810.0
PN Mankad,india,28.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,3,97,32.33,132.88,1,13,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2022,2000000,811.0
Atharva Taide,india,22.0,,batsman,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,247,27.44,147.03,2,27,8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2022,2000000,812.0
VG Arora,india,25.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,6,9,4.5,56.25,0,0,0,0,0.0,0.0,0.0,19,9.18,30.84,20.16,punjab-kings,2022,20000000,655.0
PBB Rajapaksa,sri lanka,31.0,,wk-batsman,left-handed-bat,right-arm-medium,7,733,22.91,132.79,3,63,31,0,277,21.31,145.03,1,22,15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2022,5000000,814.0
AR Patel,india,20.0,,bowling-allrounder,right-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,11.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2022,2000000,817.0
R Ashwin,india,36.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,12,184,26.29,115.0,0,17,4,34,800,13.33,118.52,1,61,28,72,6.91,23.22,20.17,180,7.12,29.83,25.13,rajasthan-royals,2022,50000000,418.0
SO Hetmyer,west indies,26.0,,batsman,left-handed-bat,,5,942,20.04,118.5,5,63,47,26,1243,31.08,153.08,4,76,82,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2022,85000000,572.0
D Padikkal,india,22.0,,batsman,left-handed-bat,right-arm-offbreak,0,38,19.0,100.0,0,2,1,2,1559,25.15,123.15,9,169,42,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2022,77500000,578.0
M Prasidh Krishna,india,26.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,7,9,3.0,37.5,0,0,0,8,11.0,27.5,15.0,49,8.92,34.76,23.37,rajasthan-royals,2022,100000000,821.0
YS Chahal,india,32.0,,bowler,right-handed-bat,right-arm-legbreak,4,6,3.0,46.16,0,0,0,13,37,5.29,43.03,0,0,0,96,8.19,25.09,18.38,205,7.84,22.45,17.18,rajasthan-royals,2022,65000000,149.0
R Parag,india,21.0,,batting-allrounder,right-handed-bat,right-arm-legbreak,0,106,17.67,151.43,0,3,9,10,1173,24.44,135.14,6,84,60,4,6.73,20.75,18.5,4,10.53,76.75,43.75,rajasthan-royals,2022,38000000,569.0
KC Cariappa,india,28.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,2,24,8.0,114.29,0,0,2,0,0.0,0.0,0.0,8,9.67,43.5,27.0,rajasthan-royals,2022,3000000,196.0
JDS Neesham,new zealand,32.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,21,944,22.48,154.51,0,72,51,1,92,10.22,98.93,0,6,2,39,9.1,27.64,18.23,8,9.28,41.75,27.0,rajasthan-royals,2022,15000000,61.0
NM Coulter-Nile,australia,35.0,,bowler,right-handed-bat,right-arm-fast,4,150,13.64,125.0,0,10,10,6,82,6.83,113.89,0,7,4,34,8.27,23.59,17.12,48,7.7,22.92,17.85,rajasthan-royals,2022,20000000,12.0
NA Saini,india,30.0,,bowler,right-handed-bat,right-arm-fast,3,12,0.0,109.1,0,2,0,3,33,8.25,89.19,0,3,0,13,7.16,18.08,15.15,23,8.88,42.35,28.61,rajasthan-royals,2022,26000000,328.0
KK Nair,india,31.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,5,1496,23.75,127.76,10,161,39,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2022,14000000,124.0
HE van der Dussen,south africa,33.0,,batsman,right-handed-bat,right-arm-legbreak,9,1257,33.97,129.46,9,73,60,1,22,11.0,91.67,0,2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2022,10000000,829.0
DJ Mitchell,new zealand,31.0,,batting-allrounder,right-handed-bat,right-arm-medium,13,1411,26.62,139.29,8,98,53,2,351,27.0,131.47,2,28,10,9,10.6,21.0,11.89,1,12.13,97.0,48.0,rajasthan-royals,2022,7500000,830.0
OC McCoy,west indies,25.0,,bowler,left-handed-bat,left-arm-fast-medium,6,68,9.71,106.25,0,7,4,0,8,8.0,160.0,0,0,1,52,8.72,22.4,15.42,11,9.32,22.73,14.64,rajasthan-royals,2022,7500000,831.0
Dhruv Jurel,india,21.0,,wk-batsman,right-handed-bat,,0,12,4.0,52.18,0,1,0,7,347,23.13,151.53,2,29,16,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2022,2000000,832.0
Tejas Baroka,india,26.0,,bowler,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,9.43,0.0,0.0,rajasthan-royals,2022,2000000,833.0
Kuldeep Yadav,india,28.0,,bowler,left-handed-bat,left-arm-wrist-spin,3,46,11.5,77.97,0,2,0,21,183,15.25,84.73,0,16,3,69,6.77,14.07,12.46,87,8.21,27.45,20.07,rajasthan-royals,2022,2000000,677.0
Arshdeep Singh,india,29.0,,bowling-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2022,2000000,836.0
F du Plessis,south africa,38.0,,batsman,right-handed-bat,right-arm-legbreak,7,1528,35.53,134.39,10,140,50,11,4571,35.99,136.37,37,421,166,0,2.25,0.0,0.0,0,16.0,0.0,0.0,royal-challengers-bengaluru,2022,70000000,34.0
PWH de Silva,sri lanka,25.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,14,712,13.43,128.99,2,71,16,4,72,7.2,98.64,0,7,1,131,6.99,15.41,13.24,35,8.13,21.37,15.77,royal-challengers-bengaluru,2022,107500000,838.0
HV Patel,india,32.0,,bowler,right-handed-bat,right-arm-fast-medium,4,77,12.83,135.09,0,9,3,15,249,9.22,122.67,0,16,15,29,9.18,26.55,17.34,135,8.74,23.33,16.01,royal-challengers-bengaluru,2022,107500000,142.0
KD Karthik,india,37.0,,wk-batsman,right-handed-bat,,22,686,26.38,142.62,1,71,28,50,4842,26.32,135.37,22,466,161,0,18.0,0.0,0.0,0,0.0,0.0,0.0,royal-challengers-bengaluru,2022,55000000,48.0
JR Hazlewood,australia,31.0,6.43076,bowler,left-handed-bat,right-arm-fast-medium,7,29,9.67,107.41,0,2,1,6,19,0.0,67.86,0,1,0,67,7.49,22.1,17.7,35,8.06,23.14,17.23,royal-challengers-bengaluru,2022,77500000,107.0
Shahbaz Ahmed,india,28.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,9,536,19.14,121.82,1,28,25,2,7.69,20.5,16.0,21,9.35,39.86,25.57,royal-challengers-bengaluru,2022,24000000,625.0
Anuj Rawat,india,23.0,,wk-batsman,left-handed-bat,,0,0,0.0,0.0,0,0,0,5,318,19.88,119.11,1,26,14,0,0.0,0.0,0.0,0,0.0,0.0,0.0,royal-challengers-bengaluru,2022,34000000,616.0
Akash Deep,india,26.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,19,9.5,158.34,0,2,1,0,0.0,0.0,0.0,7,11.67,45.57,23.43,royal-challengers-bengaluru,2022,2000000,844.0
KV Sharma,india,35.0,,bowler,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,14,351,13.5,119.39,0,20,17,1,7.0,28.0,24.0,76,8.38,27.46,19.67,royal-challengers-bengaluru,2022,5000000,154.0
MK Lomror,india,23.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,6,527,18.17,141.29,1,33,30,0,0.0,0.0,0.0,1,8.47,127.0,90.0,royal-challengers-bengaluru,2022,9500000,243.0
