Unnamed: 0,id,name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price,inflation,adj_price
579,857,N Pooran,west indies,27.0,,wk-batsman,left-handed-bat,right-arm-offbreak,10,2275,26.15,136.4,13,152,149,18,1769,32.16,162.3,9,112,127,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2022,107500000,1.183086132,127181759.2
918,839,PWH de Silva,sri lanka,25.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,14,712,13.43,128.99,2,71,16,4,72,7.2,98.64,0,7,1,131,6.99,15.41,13.24,35,8.13,21.37,15.77,Royal Challengers Bengaluru,2022,107500000,1.183086132,127181759.2
489,452,KH Pandya,india,27.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,5,124,24.8,130.53,0,8,6,36,1647,21.96,132.83,1,144,61,15,8.11,36.93,27.33,76,7.37,34.29,27.92,Mumbai Indians,2018,88000000,1.444252553,127094224.7
308,999,HV Patel,india,34.0,,bowler,right-handed-bat,right-arm-fast-medium,4,77,12.83,135.09,0,9,3,15,249,9.22,122.67,0,16,15,29,9.18,26.55,17.34,135,8.74,23.33,16.01,Punjab Kings,2024,117500000,1.0495,123316250.0
373,182,AD Mathews,sri lanka,28.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,22,1416,27.76,120.52,6,92,50,11,724,23.35,125.92,1,44,29,45,7.13,30.87,25.98,27,8.18,39.96,29.3,Delhi Capitals,2015,75000000,1.6363864,122728980.0
872,1008,AS Joseph,west indies,28.0,,bowler,right-handed-bat,right-arm-fast,9,121,17.29,104.32,0,9,5,6,27,27.0,84.38,0,3,0,54,8.68,22.5,15.56,21,9.55,32.9,20.67,Royal Challengers Bengaluru,2024,115000000,1.0495,120692500.0
591,732,LH Ferguson,new zealand,31.0,,bowler,right-handed-bat,right-arm-fast,7,29,3.63,80.56,0,0,2,7,68,22.67,147.83,0,6,2,64,7.1,16.98,14.36,46,8.96,31.0,20.76,Gujarat Titans,2022,100000000,1.183086132,118308613.2
646,768,Arshad Khan,india,26.0,,bowler,right-handed-bat,right-arm-fast,3,27,13.5,135.0,0,3,1,8,41,20.5,164.0,0,3,3,27,9.04,27.85,18.48,74,8.87,26.68,18.04,Lucknow Super Giants,2022,100000000,1.183086132,118308613.2
908,822,M Prasidh Krishna,india,26.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,7,9,3.0,37.5,0,0,0,8,11.0,27.5,15.0,49,8.92,34.76,23.37,Rajasthan Royals,2022,100000000,1.183086132,118308613.2
34,565,JD Unadkat,india,28.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,16,197,12.31,118.68,0,16,7,14,8.68,21.5,14.86,99,8.98,32.21,21.53,Rajasthan Royals,2019,84000000,1.389372345,116707277.0
723,541,CV Varun,india,28.0,,bowler,right-handed-bat,right-arm-legbreak,1,1,0.5,16.67,0,0,0,8,25,6.25,54.35,0,2,0,33,7.02,14.58,12.45,83,7.56,24.12,19.13,Punjab Kings,2019,84000000,1.389372345,116707277.0
435,474,SV Samson,india,24.0,,wk-batsman,right-handed-bat,,4,861,25.32,152.39,2,71,49,19,4419,30.69,138.97,25,352,206,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rajasthan Royals,2018,80000000,1.444252553,115540204.2
575,636,K Gowtham,india,33.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,9,247,13.72,166.9,0,15,17,0,0.0,0.0,0.0,21,8.24,38.48,28.0,Chennai Super Kings,2021,92500000,1.243778451,115049506.7
150,70,MG Johnson,australia,33.0,6.20109,bowler,left-handed-bat,left-arm-fast,7,109,10.9,114.74,0,8,3,17,167,12.85,101.83,0,10,7,38,7.29,20.97,17.26,61,8.29,27.9,20.2,Punjab Kings,2014,65000000,1.745533373,113459669.2
776,594,SS Cottrell,west indies,31.0,,bowler,right-handed-bat,left-arm-fast-medium,6,18,4.5,62.07,0,2,0,0,0,0.0,0.0,0,0,0,52,8.13,23.92,17.65,6,8.8,29.33,20.0,Punjab Kings,2020,85000000,1.326116584,112719909.7
651,419,R Ashwin,india,32.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,12,184,26.29,115.0,0,17,4,34,800,13.33,118.52,1,61,28,72,6.91,23.22,20.17,180,7.12,29.83,25.13,Punjab Kings,2018,76000000,1.444252553,109763194.0
534,800,K Rabada,south africa,27.0,,bowler,left-handed-bat,right-arm-fast,15,156,17.33,110.64,0,14,5,14,206,12.12,106.74,0,16,8,71,8.3,27.15,19.62,117,8.48,21.97,15.54,Punjab Kings,2022,92500000,1.183086132,109435467.2
293,316,Yuvraj Singh,india,35.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,9,1177,28.02,136.39,8,77,74,15,2750,24.77,129.72,13,217,149,28,7.06,17.82,15.14,36,7.44,29.92,24.14,Sunrisers Hyderabad,2016,70000000,1.55980021,109186014.7
1045,235,CH Morris,south africa,29.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,4,133,14.78,130.4,1,12,5,23,618,22.07,155.28,2,41,35,34,8.4,20.5,14.65,95,8.01,24.16,18.11,Delhi Capitals,2016,70000000,1.55980021,109186014.7
363,438,KD Karthik,india,33.0,,wk-batsman,right-handed-bat,,22,686,26.38,142.62,1,71,28,50,4842,26.32,135.37,22,466,161,0,18.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2018,74000000,1.444252553,106874688.9
561,493,CR Woakes,england,29.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,8,146,16.22,124.79,0,9,7,6,78,13.0,101.3,0,7,2,31,8.07,26.52,19.71,30,8.97,21.93,14.67,Royal Challengers Bengaluru,2018,74000000,1.444252553,106874688.9
276,734,R Tewatia,india,29.0,,batting-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,1013,25.33,134.71,1,84,47,0,0.0,0.0,0.0,32,7.91,34.72,26.34,Gujarat Titans,2022,90000000,1.183086132,106477751.9
837,803,SN Khan,india,27.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,10,553,19.75,141.44,1,35,37,0,0.0,0.0,0.0,0,7.5,0.0,0.0,Punjab Kings,2022,90000000,1.183086132,106477751.9
15,607,NM Coulter-Nile,australia,33.0,,bowler,right-handed-bat,right-arm-fast,4,150,13.64,125.0,0,10,10,6,82,6.83,113.89,0,7,4,34,8.27,23.59,17.12,48,7.7,22.92,17.85,Mumbai Indians,2020,80000000,1.326116584,106089326.7
989,963,SH Johnson,australia,29.0,,bowler,left-handed-bat,left-arm-fast,0,0,0.0,0.0,0,0,0,3,6,0.0,85.72,0,1,0,14,8.96,17.07,11.43,4,9.44,37.75,24.0,Gujarat Titans,2024,100000000,1.0495,104950000.0
364,420,AJ Tye,australia,32.0,,bowler,right-handed-bat,right-arm-fast-medium,7,83,10.38,109.22,0,5,4,4,91,10.11,119.74,0,6,5,47,8.76,21.21,14.53,42,8.59,23.31,16.29,Punjab Kings,2018,72000000,1.444252553,103986183.8
3,780,JO Holder,west indies,31.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,14,491,16.37,129.22,0,31,27,6,259,12.33,123.34,0,13,18,66,8.58,28.88,20.2,53,8.81,27.57,18.77,Lucknow Super Giants,2022,87500000,1.183086132,103520036.6
701,856,Washington Sundar,india,23.0,,bowling-allrounder,left-handed-bat,right-arm-offbreak,8,193,13.79,121.39,1,16,9,13,378,14.0,116.31,0,32,9,48,6.94,23.5,20.31,37,7.54,35.81,28.49,Sunrisers Hyderabad,2022,87500000,1.183086132,103520036.6
755,586,SO Hetmyer,west indies,24.0,,batsman,left-handed-bat,,5,942,20.04,118.5,5,63,47,26,1243,31.08,153.08,4,76,82,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2020,77500000,1.326116584,102774035.3
78,267,MM Sharma,india,28.0,,bowler,right-handed-bat,right-arm-fast-medium,2,3,0.0,42.86,0,0,0,14,124,7.29,93.24,0,8,4,6,8.04,30.83,23.0,132,8.67,24.67,17.07,Punjab Kings,2016,65000000,1.55980021,101387013.6
601,860,RA Tripathi,india,31.0,,batsman,right-handed-bat,right-arm-medium,0,97,19.4,144.78,0,11,5,10,2236,26.94,139.32,12,223,84,0,0.0,0.0,0.0,0,12.0,0.0,0.0,Sunrisers Hyderabad,2022,85000000,1.183086132,100562321.2
754,820,SO Hetmyer,west indies,26.0,,batsman,left-handed-bat,,5,942,20.04,118.5,5,63,47,26,1243,31.08,153.08,4,76,82,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rajasthan Royals,2022,85000000,1.183086132,100562321.2
727,542,SM Curran,england,21.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,9,356,14.24,124.48,1,21,15,13,883,25.23,136.48,5,74,37,54,8.41,27.07,19.31,58,9.65,32.76,20.36,Punjab Kings,2019,72000000,1.389372345,100034808.9
835,664,RP Meredith,australia,25.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,3,0,0.0,0.0,0,0,0,9,9.72,24.67,15.22,19,9.46,32.21,20.42,Punjab Kings,2021,80000000,1.243778451,99502276.06
488,767,KH Pandya,india,31.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,5,124,24.8,130.53,0,8,6,36,1647,21.96,132.83,1,144,61,15,8.11,36.93,27.33,76,7.37,34.29,27.92,Lucknow Super Giants,2022,82500000,1.183086132,97604605.91
888,791,TH David,australia,26.0,,batsman,right-handed-bat,right-arm-offbreak,12,1201,33.36,161.21,6,101,65,12,659,28.65,170.29,0,38,46,5,9.33,51.0,32.8,0,0.0,0.0,0.0,Mumbai Indians,2022,82500000,1.183086132,97604605.91
180,86,JH Kallis,south africa,39.0,5.11,batting-allrounder,right-handed-bat,right-arm-fast-medium,4,666,35.05,119.36,5,56,20,11,2427,28.55,109.23,17,255,44,12,7.24,27.75,23.0,65,7.9,35.28,26.8,Kolkata Knight Riders,2014,55000000,1.745533373,96004335.5
323,151,DA Warner,australia,28.0,5.5777,batsman,left-handed-bat,,12,3277,33.44,142.48,28,338,122,22,6565,40.52,139.78,62,664,235,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2014,55000000,1.745533373,96004335.5
404,748,N Rana,india,29.0,,batsman,left-handed-bat,right-arm-offbreak,0,15,7.5,55.56,0,0,0,8,2636,28.34,135.05,18,234,132,0,0.0,0.0,0.0,10,8.4,25.2,18.0,Kolkata Knight Riders,2022,80000000,1.183086132,94646890.58
183,439,RV Uthappa,india,33.0,,wk-batsman,right-handed-bat,right-arm-medium,2,249,24.9,118.01,1,26,6,17,4952,27.51,130.36,27,481,182,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2018,64000000,1.444252553,92432163.39
622,381,DM Bravo,west indies,35.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,17,1255,22.02,115.14,4,73,55,44,1560,22.61,129.57,5,121,66,78,8.12,26.1,19.29,183,8.39,23.83,17.04,Chennai Super Kings,2018,64000000,1.444252553,92432163.39
231,842,JR Hazlewood,australia,31.0,6.43076,bowler,left-handed-bat,right-arm-fast-medium,7,29,9.67,107.41,0,2,1,6,19,0.0,67.86,0,1,0,67,7.49,22.1,17.7,35,8.06,23.14,17.23,Royal Challengers Bengaluru,2022,77500000,1.183086132,91689175.25
763,821,D Padikkal,india,22.0,,batsman,left-handed-bat,right-arm-offbreak,0,38,19.0,100.0,0,2,1,2,1559,25.15,123.15,9,169,42,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rajasthan Royals,2022,77500000,1.183086132,91689175.25
928,867,R Shepherd,west indies,28.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,14,537,26.85,139.12,0,25,39,4,115,23.0,182.54,0,7,10,56,9.8,27.54,16.86,4,12.24,64.25,31.5,Sunrisers Hyderabad,2022,77500000,1.183086132,91689175.25
122,946,MA Agarwal,india,32.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,4,2665,22.78,133.25,13,264,98,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2023,82500000,1.10879675,91475731.88
329,421,AJ Finch,australia,32.0,5.70894,batsman,right-handed-bat,left-arm-orthodox,12,3120,34.29,142.54,19,309,125,6,2091,24.89,128.21,15,214,78,0,13.5,0.0,0.0,1,9.35,67.0,43.0,Punjab Kings,2018,62000000,1.444252553,89543658.29
381,422,MP Stoinis,australia,29.0,,batting-allrounder,right-handed-bat,right-arm-medium,22,1245,31.92,148.57,5,99,63,22,1866,28.27,142.01,9,150,91,45,8.73,24.24,16.67,43,9.52,29.63,18.67,Punjab Kings,2018,62000000,1.444252553,89543658.29
458,453,Ishan Kishan,india,20.0,,wk-batsman,left-handed-bat,,1,796,25.68,124.38,6,79,36,6,2644,28.43,135.87,16,255,119,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mumbai Indians,2018,62000000,1.444252553,89543658.29
576,475,K Gowtham,india,30.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,9,247,13.72,166.9,0,15,17,0,0.0,0.0,0.0,21,8.24,38.48,28.0,Rajasthan Royals,2018,62000000,1.444252553,89543658.29
716,531,CA Ingram,south africa,34.0,,batsman,left-handed-bat,right-arm-legbreak,1,210,26.25,129.63,1,23,7,3,205,17.08,113.89,0,22,5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2019,64000000,1.389372345,88919830.1
980,950,Sameer Rizvi,india,21.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,51,12.75,118.61,0,4,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2024,84000000,1.0495,88158000.0
107,51,M Vijay,india,30.0,,batsman,right-handed-bat,right-arm-offbreak,0,169,18.78,109.75,0,13,8,5,2619,25.93,121.88,13,247,91,0,4.5,0.0,0.0,0,8.17,0.0,0.0,Delhi Capitals,2014,50000000,1.745533373,87276668.64
184,87,RV Uthappa,india,29.0,,wk-batsman,right-handed-bat,right-arm-medium,2,249,24.9,118.01,1,26,6,17,4952,27.51,130.36,27,481,182,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2014,50000000,1.745533373,87276668.64
218,102,MEK Hussey,australia,39.0,5.9058,batsman,left-handed-bat,right-arm-medium,11,721,37.95,136.3,4,58,25,7,1977,38.76,122.65,15,198,52,0,5.0,0.0,0.0,0,0.0,0.0,0.0,Mumbai Indians,2014,50000000,1.745533373,87276668.64
705,637,MM Ali,england,34.0,,batting-allrounder,left-handed-bat,right-arm-offbreak,17,1229,21.19,142.42,7,88,68,6,1162,22.78,141.54,6,95,67,51,8.31,27.14,19.59,35,7.07,25.51,21.66,Chennai Super Kings,2021,70000000,1.243778451,87064491.56
320,494,YS Chahal,india,28.0,,bowler,right-handed-bat,right-arm-legbreak,4,6,3.0,46.16,0,0,0,13,37,5.29,43.03,0,0,0,96,8.19,25.09,18.38,205,7.84,22.45,17.18,Royal Challengers Bengaluru,2018,60000000,1.444252553,86655153.18
71,317,A Nehra,india,37.0,,bowler,right-handed-bat,left-arm-fast-medium,0,28,5.6,71.8,0,1,2,15,41,5.86,66.13,0,3,1,34,7.73,22.29,17.29,106,7.85,23.54,18.0,Sunrisers Hyderabad,2016,55000000,1.55980021,85789011.53
203,746,PJ Cummins,australia,29.0,6.29952,bowler,right-handed-bat,right-arm-fast,12,158,10.53,118.8,0,11,7,15,515,19.81,149.71,3,33,34,66,7.44,23.58,19.0,63,8.75,30.52,20.94,Kolkata Knight Riders,2022,72500000,1.183086132,85773744.59
668,751,Shivam Mavi,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,0,28,14.0,155.56,0,2,2,3,51,5.67,91.08,0,4,2,7,8.79,17.57,12.0,30,8.71,31.4,21.63,Kolkata Knight Riders,2022,72500000,1.183086132,85773744.59
936,997,RR Rossouw,south africa,35.0,,batsman,left-handed-bat,right-arm-offbreak,5,767,34.86,159.8,3,69,39,2,473,23.65,153.58,2,45,25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2024,80000000,1.0495,83960000.0
214,440,Kuldeep Yadav,india,22.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2,9.33,42.0,27.0,Kolkata Knight Riders,2018,58000000,1.444252553,83766648.07
67,35,F du Plessis,south africa,30.0,,batsman,right-handed-bat,right-arm-legbreak,7,1528,35.53,134.39,10,140,50,11,4571,35.99,136.37,37,421,166,0,2.25,0.0,0.0,0,16.0,0.0,0.0,Chennai Super Kings,2014,47500000,1.745533373,82912835.2
284,152,A Mishra,india,32.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,Sunrisers Hyderabad,2014,47500000,1.745533373,82912835.2
65,838,F du Plessis,south africa,38.0,,batsman,right-handed-bat,right-arm-legbreak,7,1528,35.53,134.39,10,140,50,11,4571,35.99,136.37,37,421,166,0,2.25,0.0,0.0,0,16.0,0.0,0.0,Royal Challengers Bengaluru,2022,70000000,1.183086132,82816029.26
265,423,KK Nair,india,27.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,5,1496,23.75,127.76,10,161,39,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2018,56000000,1.444252553,80878142.97
60,766,Q de Kock,south africa,30.0,,wk-batsman,left-handed-bat,,9,2584,31.51,138.33,16,264,103,6,3157,31.26,134.23,23,316,123,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Lucknow Super Giants,2022,67500000,1.183086132,79858313.93
765,801,JM Bairstow,england,33.0,,wk-batsman,right-handed-bat,right-arm-medium,16,1671,29.84,137.54,10,148,76,4,1589,34.54,144.46,9,166,69,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2022,67500000,1.183086132,79858313.93
25,18,KW Richardson,australia,22.0,,bowler,right-handed-bat,right-arm-fast-medium,3,17,4.25,100.0,0,0,0,1,36,12.0,92.31,0,2,1,45,8.4,23.53,16.8,19,8.45,24.84,17.63,Lucknow Super Giants,2013,40600000,1.937018384,78642946.38
70,36,DR Smith,west indies,31.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,582,18.19,122.27,3,62,31,5,2385,28.39,135.21,17,245,117,7,8.96,30.29,20.29,26,9.02,31.15,20.73,Chennai Super Kings,2014,45000000,1.745533373,78549001.77
220,103,CJ Anderson,united states of america,24.0,,batting-allrounder,left-handed-bat,left-arm-fast-medium,6,697,24.03,126.04,3,40,35,7,538,24.45,127.19,3,40,31,16,8.13,36.56,27.0,11,10.46,47.09,27.0,Mumbai Indians,2014,45000000,1.745533373,78549001.77
205,455,PJ Cummins,australia,25.0,6.29952,bowler,right-handed-bat,right-arm-fast,12,158,10.53,118.8,0,11,7,15,515,19.81,149.71,3,33,34,66,7.44,23.58,19.0,63,8.75,30.52,20.94,Mumbai Indians,2018,54000000,1.444252553,77989637.86
672,454,KA Pollard,west indies,31.0,,batting-allrounder,right-handed-bat,right-arm-medium,21,1569,25.31,135.15,6,94,99,52,3412,28.67,147.33,16,218,223,42,8.33,28.29,20.38,69,8.79,31.59,21.57,Mumbai Indians,2018,54000000,1.444252553,77989637.86
565,1001,R Powell,west indies,31.0,,batsman,right-handed-bat,right-arm-fast-medium,11,1747,25.69,140.33,8,99,117,3,360,18.95,147.55,1,21,28,5,9.94,43.4,26.2,1,11.67,35.0,18.0,Rajasthan Royals,2024,74000000,1.0495,77663000.0
836,968,SN Khan,india,29.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,10,553,19.75,141.44,1,35,37,0,0.0,0.0,0.0,0,7.5,0.0,0.0,Gujarat Titans,2024,74000000,1.0495,77663000.0
319,823,YS Chahal,india,32.0,,bowler,right-handed-bat,right-arm-legbreak,4,6,3.0,46.16,0,0,0,13,37,5.29,43.03,0,0,0,96,8.19,25.09,18.38,205,7.84,22.45,17.18,Rajasthan Royals,2022,65000000,1.183086132,76900598.6
495,708,MR Marsh,australia,31.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,11,1629,31.94,135.42,9,139,76,2,665,19.56,127.64,3,48,38,17,7.74,22.76,17.65,37,8.52,21.49,15.14,Delhi Capitals,2022,65000000,1.183086132,76900598.6
27,19,AM Nayar,india,30.0,,batting-allrounder,left-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,12,672,17.68,116.47,0,55,20,0,0.0,0.0,0.0,9,8.44,35.78,25.44,Lucknow Super Giants,2013,39150000,1.937018384,75834269.72
52,29,NLTC Perera,sri lanka,24.0,6.1,bowling-allrounder,left-handed-bat,right-arm-fast-medium,22,1204,23.15,151.64,3,88,64,8,422,19.18,137.46,0,23,26,51,9.35,33.67,21.61,31,8.73,32.77,22.52,Sunrisers Hyderabad,2013,39150000,1.937018384,75834269.72
986,959,Kumar Kushagra,india,20.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,3,1.0,42.86,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2024,72000000,1.0495,75564000.0
497,288,MR Marsh,australia,25.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,11,1629,31.94,135.42,9,139,76,2,665,19.56,127.64,3,48,38,17,7.74,22.76,17.65,37,8.52,21.49,15.14,Lucknow Super Giants,2016,48000000,1.55980021,74870410.06
536,323,K Rabada,south africa,22.0,,bowler,left-handed-bat,right-arm-fast,15,156,17.33,110.64,0,14,5,14,206,12.12,106.74,0,16,8,71,8.3,27.15,19.62,117,8.48,21.97,15.54,Delhi Capitals,2017,50000000,1.492346163,74617308.15
18,53,NM Coulter-Nile,australia,27.0,,bowler,right-handed-bat,right-arm-fast,4,150,13.64,125.0,0,10,10,6,82,6.83,113.89,0,7,4,34,8.27,23.59,17.12,48,7.7,22.92,17.85,Delhi Capitals,2014,42500000,1.745533373,74185168.34
113,52,Mohammed Shami,india,24.0,,bowler,right-handed-bat,right-arm-fast,3,7,3.5,70.0,0,0,1,12,74,5.69,93.68,0,6,2,27,8.95,28.19,18.89,127,8.44,26.86,19.1,Delhi Capitals,2014,42500000,1.745533373,74185168.34
327,153,B Kumar,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,13,67,8.38,71.28,0,0,0,33,306,8.74,93.87,0,30,3,90,6.96,23.1,19.9,181,7.56,27.23,21.6,Sunrisers Hyderabad,2014,42500000,1.745533373,74185168.34
110,727,Mohammed Shami,india,32.0,,bowler,right-handed-bat,right-arm-fast,3,7,3.5,70.0,0,0,1,12,74,5.69,93.68,0,6,2,27,8.95,28.19,18.89,127,8.44,26.86,19.1,Gujarat Titans,2022,62500000,1.183086132,73942883.27
322,707,DA Warner,australia,36.0,5.5777,batsman,left-handed-bat,,12,3277,33.44,142.48,28,338,122,22,6565,40.52,139.78,62,664,235,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2022,62500000,1.183086132,73942883.27
726,583,SM Curran,england,22.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,9,356,14.24,124.48,1,21,15,13,883,25.23,136.48,5,74,37,54,8.41,27.07,19.31,58,9.65,32.76,20.36,Chennai Super Kings,2020,55000000,1.326116584,72936412.14
158,513,WP Saha,india,34.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,24,2934,24.25,127.57,13,296,87,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2018,50000000,1.444252553,72212627.65
336,382,KV Sharma,india,31.0,,bowler,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,14,351,13.5,119.39,0,20,17,1,7.0,28.0,24.0,76,8.38,27.46,19.67,Chennai Super Kings,2018,50000000,1.444252553,72212627.65
376,1016,TM Head,australia,31.0,,batsman,left-handed-bat,right-arm-offbreak,4,1093,33.12,160.5,5,114,53,4,772,36.76,173.88,5,76,40,1,9.33,56.0,36.0,2,11.69,56.5,29.0,Sunrisers Hyderabad,2024,68000000,1.0495,71366000.0
896,807,OF Smith,west indies,26.0,,bowling-allrounder,right-handed-bat,right-arm-medium,7,193,14.85,139.86,0,13,12,3,51,17.0,115.91,0,1,5,27,10.29,28.59,16.67,6,11.87,29.67,15.0,Punjab Kings,2022,60000000,1.183086132,70985167.94
11,11,SMSM Senanayake,sri lanka,28.0,,bowler,right-handed-bat,right-arm-offbreak,6,56,9.33,84.85,0,3,1,3,10,10.0,58.83,0,0,0,25,6.78,21.96,19.44,9,6.53,23.22,21.33,Kolkata Knight Riders,2013,36250000,1.937018384,70216916.41
1047,1,CH Morris,south africa,26.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,4,133,14.78,130.4,1,12,5,23,618,22.07,155.28,2,41,35,34,8.4,20.5,14.65,95,8.01,24.16,18.11,Chennai Super Kings,2013,36250000,1.937018384,70216916.41
503,289,M Ashwin,india,26.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,4,35,3.89,70.0,0,2,1,0,0.0,0.0,0.0,35,8.01,33.2,24.86,Lucknow Super Giants,2016,45000000,1.55980021,70191009.43
247,117,SPD Smith,australia,25.0,,batsman,right-handed-bat,right-arm-legbreak,11,1094,24.86,125.46,5,96,26,21,2485,34.51,128.1,11,225,60,17,7.79,22.24,17.12,0,0.0,0.0,0.0,Rajasthan Royals,2014,40000000,1.745533373,69821334.91
332,154,AJ Finch,australia,28.0,5.70894,batsman,right-handed-bat,left-arm-orthodox,12,3120,34.29,142.54,19,309,125,6,2091,24.89,128.21,15,214,78,0,13.5,0.0,0.0,1,9.35,67.0,43.0,Sunrisers Hyderabad,2014,40000000,1.745533373,69821334.91
429,600,EJG Morgan,england,34.0,5.9,batsman,left-handed-bat,right-arm-medium,20,2458,28.58,136.18,14,186,120,13,1405,22.66,122.61,5,112,64,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2020,52500000,1.326116584,69621120.68
76,529,MM Sharma,india,31.0,,bowler,right-handed-bat,right-arm-fast-medium,2,3,0.0,42.86,0,0,0,14,124,7.29,93.24,0,8,4,6,8.04,30.83,23.0,132,8.67,24.67,17.07,Chennai Super Kings,2019,50000000,1.389372345,69468617.27
171,532,AR Patel,india,25.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,15,535,18.45,139.33,1,41,23,36,1653,21.47,130.88,3,107,79,71,7.3,22.13,18.18,123,7.28,30.55,25.2,Delhi Capitals,2019,50000000,1.389372345,69468617.27
437,552,CR Brathwaite,west indies,31.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,6,310,14.76,113.14,0,13,22,1,181,13.92,163.07,0,10,16,31,8.57,32.68,22.87,13,8.95,29.15,19.54,Kolkata Knight Riders,2019,50000000,1.389372345,69468617.27
1048,2,DP Nannes,australia,37.0,6.16828,bowler,right-handed-bat,left-arm-fast,3,22,11.0,122.23,0,1,1,2,4,4.0,30.77,0,0,0,28,7.52,16.39,13.07,28,7.3,28.04,23.04,Chennai Super Kings,2013,34800000,1.937018384,67408239.75
