Unnamed: 0,id,name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price,inflation,adj_price
428,226,P Kumar,india,29.0,,bowler,right-handed-bat,right-arm-fast-medium,0,7,2.33,43.75,0,0,0,21,340,8.95,108.29,0,22,17,8,7.42,24.13,19.5,90,7.73,36.12,28.04,Sunrisers Hyderabad,2015,22000000,1.6363864,36000500.8
68,251,DR Smith,west indies,33.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,582,18.19,122.27,3,62,31,5,2385,28.39,135.21,17,245,117,7,8.96,30.29,20.29,26,9.02,31.15,20.73,Gujarat Titans,2016,23000000,1.55980021,35875404.82
455,249,DW Steyn,south africa,33.0,,bowler,right-handed-bat,right-arm-fast,6,21,3.5,80.77,0,2,0,15,167,7.59,104.38,0,14,3,64,6.95,18.36,15.86,97,6.92,25.86,22.43,Gujarat Titans,2016,23000000,1.55980021,35875404.82
511,250,KD Karthik,india,31.0,,wk-batsman,right-handed-bat,,22,686,26.38,142.62,1,71,28,50,4842,26.32,135.37,22,466,161,0,18.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2016,23000000,1.55980021,35875404.82
656,728,DA Miller,south africa,33.0,,batsman,left-handed-bat,,36,2593,33.24,140.78,8,168,130,43,2924,36.1,139.24,13,207,134,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2022,30000000,1.183086132,35492583.97
768,735,R Sai Kishore,india,26.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,1,13,13.0,216.67,0,0,2,4,5.25,15.75,18.0,13,8.32,19.85,14.31,Gujarat Titans,2022,30000000,1.183086132,35492583.97
884,782,D Brevis,south africa,19.0,,batsman,right-handed-bat,right-arm-legbreak,0,5,2.5,71.43,0,0,0,0,230,23.0,133.73,0,17,16,0,0.0,0.0,0.0,1,0.0,8.0,3.0,Mumbai Indians,2022,30000000,1.183086132,35492583.97
967,933,WG Jacks,england,25.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,383,18.24,136.79,0,40,15,1,230,32.86,175.58,1,16,18,1,13.67,41.0,18.0,2,11.11,50.0,27.0,Royal Challengers Bengaluru,2023,32000000,1.10879675,35481496.0
72,37,A Nehra,india,35.0,,bowler,right-handed-bat,left-arm-fast-medium,0,28,5.6,71.8,0,1,2,15,41,5.86,66.13,0,3,1,34,7.73,22.29,17.29,106,7.85,23.54,18.0,Chennai Super Kings,2014,20000000,1.745533373,34910667.45
79,38,MM Sharma,india,26.0,,bowler,right-handed-bat,right-arm-fast-medium,2,3,0.0,42.86,0,0,0,14,124,7.29,93.24,0,8,4,6,8.04,30.83,23.0,132,8.67,24.67,17.07,Chennai Super Kings,2014,20000000,1.745533373,34910667.45
119,58,LRPL Taylor,new zealand,30.0,,batsman,right-handed-bat,right-arm-offbreak,19,1909,25.45,122.38,7,122,71,14,1017,25.43,123.73,3,66,46,0,0.0,0.0,0.0,0,12.0,0.0,0.0,Delhi Capitals,2014,20000000,1.745533373,34910667.45
299,137,VR Aaron,india,25.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,8,50,10.0,69.45,0,2,2,0,0.0,0.0,0.0,44,8.94,33.66,22.59,Royal Challengers Bengaluru,2014,20000000,1.745533373,34910667.45
77,427,MM Sharma,india,30.0,,bowler,right-handed-bat,right-arm-fast-medium,2,3,0.0,42.86,0,0,0,14,124,7.29,93.24,0,8,4,6,8.04,30.83,23.0,132,8.67,24.67,17.07,Punjab Kings,2018,24000000,1.444252553,34662061.27
10,10,LA Pomersbach,australia,29.0,5.84018,batsman,left-handed-bat,right-arm-offbreak,0,15,15.0,214.29,0,1,1,5,302,27.45,122.77,1,25,13,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2013,17400000,1.937018384,33704119.88
44,25,MC Henriques,australia,26.0,6.13547,batting-allrounder,right-handed-bat,right-arm-fast-medium,4,355,20.88,124.57,2,17,15,18,1000,27.78,126.91,5,87,28,7,8.43,27.71,19.71,42,8.14,30.69,22.62,Royal Challengers Bengaluru,2013,17400000,1.937018384,33704119.88
297,566,VR Aaron,india,30.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,8,50,10.0,69.45,0,2,2,0,0.0,0.0,0.0,44,8.94,33.66,22.59,Rajasthan Royals,2019,24000000,1.389372345,33344936.29
121,59,RG Sharma,india,28.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,6,66,4.71,88.0,0,5,3,3,7.64,18.67,14.67,40,7.02,27.15,23.2,Delhi Capitals,2014,19000000,1.745533373,33165134.08
161,75,CA Pujara,india,26.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,3,390,20.53,99.75,1,50,4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2014,19000000,1.745533373,33165134.08
566,724,R Powell,west indies,29.0,,batsman,right-handed-bat,right-arm-fast-medium,11,1747,25.69,140.33,8,99,117,3,360,18.95,147.55,1,21,28,5,9.94,43.4,26.2,1,11.67,35.0,18.0,Delhi Capitals,2022,28000000,1.183086132,33126411.7
360,268,KJ Abbott,south africa,29.0,,bowler,right-handed-bat,right-arm-fast-medium,4,23,11.5,115.0,0,2,0,2,13,13.0,162.5,0,0,1,26,7.97,22.27,16.77,2,11.06,88.5,48.0,Punjab Kings,2016,21000000,1.55980021,32755804.4
103,227,KP Pietersen,england,35.0,6.4,batsman,right-handed-bat,right-arm-offbreak,5,1176,37.94,141.52,7,119,32,8,1001,35.75,134.73,4,91,40,1,10.6,53.0,30.0,7,7.41,30.71,24.86,Sunrisers Hyderabad,2015,20000000,1.6363864,32727728.0
770,588,AT Carey,australia,29.0,,wk-batsman,left-handed-bat,,5,233,11.1,108.38,0,19,7,1,32,16.0,110.35,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2020,24000000,1.326116584,31826798.02
784,613,YBK Jaiswal,india,19.0,,batsman,left-handed-bat,right-arm-legbreak,2,723,36.15,164.32,5,82,38,2,1607,32.14,150.61,9,198,64,0,11.0,0.0,0.0,0,0.0,0.0,0.0,Rajasthan Royals,2020,24000000,1.326116584,31826798.02
16,499,NM Coulter-Nile,australia,31.0,,bowler,right-handed-bat,right-arm-fast,4,150,13.64,125.0,0,10,10,6,82,6.83,113.89,0,7,4,34,8.27,23.59,17.12,48,7.7,22.92,17.85,Royal Challengers Bengaluru,2018,22000000,1.444252553,31773556.17
259,458,BCJ Cutting,australia,31.0,6.29952,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,40,10.0,148.15,0,2,3,6,238,21.64,168.8,0,15,19,3,10.24,71.67,42.0,10,9.16,42.9,28.1,Mumbai Indians,2018,22000000,1.444252553,31773556.17
501,501,M Ashwin,india,28.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,4,35,3.89,70.0,0,2,1,0,0.0,0.0,0.0,35,8.01,33.2,24.86,Royal Challengers Bengaluru,2018,22000000,1.444252553,31773556.17
530,459,Mujeeb Ur Rahman,bangladesh,23.0,,bowler,left-handed-bat,left-arm-fast-medium,13,87,4.58,74.36,0,3,5,8,13,13.0,56.53,0,0,1,132,7.52,21.62,17.26,61,8.14,28.89,21.28,Mumbai Indians,2018,22000000,1.444252553,31773556.17
703,500,C de Grandhomme,new zealand,32.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,7,503,15.72,137.81,3,27,30,5,303,18.94,134.67,0,18,18,12,8.62,38.42,26.75,6,8.86,53.17,36.0,Royal Challengers Bengaluru,2018,22000000,1.444252553,31773556.17
162,76,BE Hendricks,south africa,24.0,,bowler,left-handed-bat,left-arm-fast-medium,2,18,6.0,78.27,0,0,1,2,1,1.0,33.34,0,0,0,25,9.2,25.08,16.36,9,9.4,26.11,16.67,Punjab Kings,2014,18000000,1.745533373,31419600.71
163,77,L Balaji,india,33.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,7,36,4.5,73.47,0,2,1,10,7.56,12.1,9.6,76,8.05,26.7,19.91,Punjab Kings,2014,18000000,1.745533373,31419600.71
23,307,KW Richardson,australia,25.0,,bowler,right-handed-bat,right-arm-fast-medium,3,17,4.25,100.0,0,0,0,1,36,12.0,92.31,0,2,1,45,8.4,23.53,16.8,19,8.45,24.84,17.63,Royal Challengers Bengaluru,2016,20000000,1.55980021,31196004.19
256,252,DS Kulkarni,india,28.0,,bowler,right-handed-bat,right-arm-fast-medium,1,1,0.0,100.0,0,0,0,14,104,11.56,96.3,0,7,2,3,6.88,18.33,16.0,86,8.31,28.77,20.78,Gujarat Titans,2016,20000000,1.55980021,31196004.19
490,284,KH Pandya,india,25.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,5,124,24.8,130.53,0,8,6,36,1647,21.96,132.83,1,144,61,15,8.11,36.93,27.33,76,7.37,34.29,27.92,Mumbai Indians,2016,20000000,1.55980021,31196004.19
518,306,STR Binny,india,32.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,35,17.5,120.69,0,2,1,22,880,19.13,128.85,0,66,35,1,10.8,54.0,30.0,22,7.66,34.45,27.0,Royal Challengers Bengaluru,2016,20000000,1.55980021,31196004.19
538,828,NA Saini,india,30.0,,bowler,right-handed-bat,right-arm-fast,3,12,0.0,109.1,0,2,0,3,33,8.25,89.19,0,3,0,13,7.16,18.08,15.15,23,8.88,42.35,28.61,Rajasthan Royals,2022,26000000,1.183086132,30760239.44
868,733,A Manohar,india,28.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,231,16.5,132.76,0,21,10,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2022,26000000,1.183086132,30760239.44
886,789,DR Sams,australia,30.0,,bowling-allrounder,right-handed-bat,left-arm-fast-medium,3,106,26.5,170.97,0,8,6,4,44,4.89,100.0,0,1,3,7,10.17,43.57,25.71,14,8.72,37.36,25.71,Mumbai Indians,2022,26000000,1.183086132,30760239.44
925,865,AK Markram,south africa,28.0,,batsman,right-handed-bat,right-arm-offbreak,8,1367,30.38,143.9,9,123,56,9,995,30.15,129.73,5,73,35,13,8.54,37.46,26.31,2,8.53,86.0,60.5,Sunrisers Hyderabad,2022,26000000,1.183086132,30760239.44
766,581,JM Bairstow,england,30.0,,wk-batsman,right-handed-bat,right-arm-medium,16,1671,29.84,137.54,10,148,76,4,1589,34.54,144.46,9,166,69,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2019,22000000,1.389372345,30566191.6
149,357,MG Johnson,australia,36.0,6.20109,bowler,left-handed-bat,left-arm-fast,7,109,10.9,114.74,0,8,3,17,167,12.85,101.83,0,10,7,38,7.29,20.97,17.26,61,8.29,27.9,20.2,Mumbai Indians,2017,20000000,1.492346163,29846923.26
372,325,AD Mathews,sri lanka,30.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,22,1416,27.76,120.52,6,92,50,11,724,23.35,125.92,1,44,29,45,7.13,30.87,25.98,27,8.18,39.96,29.3,Delhi Capitals,2017,20000000,1.492346163,29846923.26
430,342,EJG Morgan,england,31.0,5.9,batsman,left-handed-bat,right-arm-medium,20,2458,28.58,136.18,14,186,120,13,1405,22.66,122.61,5,112,64,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2017,20000000,1.492346163,29846923.26
577,356,K Gowtham,india,29.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,9,247,13.72,166.9,0,15,17,0,0.0,0.0,0.0,21,8.24,38.48,28.0,Mumbai Indians,2017,20000000,1.492346163,29846923.26
608,371,A Choudhary,india,27.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,2,25,25.0,125.0,0,1,1,0,0.0,0.0,0.0,5,8.55,28.8,20.2,Royal Challengers Bengaluru,2017,20000000,1.492346163,29846923.26
250,119,R Bhatia,india,35.0,,bowling-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,19,342,11.4,120.43,0,24,13,0,0.0,0.0,0.0,71,7.41,28.45,23.04,Rajasthan Royals,2014,17000000,1.745533373,29674067.34
441,239,RR Pant,india,19.0,,wk-batsman,left-handed-bat,,14,1209,23.25,127.4,3,111,44,17,3284,35.31,148.94,18,296,154,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2016,19000000,1.55980021,29636203.98
105,385,M Vijay,india,34.0,,batsman,right-handed-bat,right-arm-offbreak,0,169,18.78,109.75,0,13,8,5,2619,25.93,121.88,13,247,91,0,4.5,0.0,0.0,0,8.17,0.0,0.0,Chennai Super Kings,2018,20000000,1.444252553,28885051.06
148,444,MG Johnson,australia,37.0,6.20109,bowler,left-handed-bat,left-arm-fast,7,109,10.9,114.74,0,8,3,17,167,12.85,101.83,0,10,7,38,7.29,20.97,17.26,61,8.29,27.9,20.2,Kolkata Knight Riders,2018,20000000,1.444252553,28885051.06
189,518,Shakib Al Hasan,bangladesh,31.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,16,2551,23.19,121.25,13,258,53,12,793,19.83,124.49,2,73,21,149,6.81,20.91,18.42,63,7.44,29.19,23.56,Sunrisers Hyderabad,2018,20000000,1.444252553,28885051.06
291,428,Yuvraj Singh,india,37.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,9,1177,28.02,136.39,8,77,74,15,2750,24.77,129.72,13,217,149,28,7.06,17.82,15.14,36,7.44,29.92,24.14,Punjab Kings,2018,20000000,1.444252553,28885051.06
438,517,CR Brathwaite,west indies,30.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,6,310,14.76,113.14,0,13,22,1,181,13.92,163.07,0,10,16,31,8.57,32.68,22.87,13,8.95,29.15,19.54,Sunrisers Hyderabad,2018,20000000,1.444252553,28885051.06
624,386,Harmeet Singh,india,38.0,,bowler,right-handed-bat,right-arm-offbreak,5,108,13.5,124.14,0,11,4,35,833,15.15,137.92,1,79,42,25,6.21,25.32,24.48,150,7.08,26.87,22.77,Chennai Super Kings,2018,20000000,1.444252553,28885051.06
659,429,CH Gayle,west indies,39.0,,batsman,left-handed-bat,right-arm-offbreak,7,1899,27.93,137.51,14,158,124,16,4965,39.72,148.97,31,405,357,20,6.93,22.0,19.05,18,7.9,40.5,30.78,Punjab Kings,2018,20000000,1.444252553,28885051.06
977,943,Vivrant Sharma,india,24.0,,batting-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,69,69.0,146.81,1,9,2,0,0.0,0.0,0.0,0,12.33,0.0,0.0,Sunrisers Hyderabad,2023,26000000,1.10879675,28828715.5
419,870,SA Abbott,australia,30.0,,bowler,right-handed-bat,right-arm-fast-medium,2,25,5.0,92.6,0,1,1,0,22,7.33,122.23,0,1,2,26,8.91,20.96,14.12,1,11.56,104.0,54.0,Sunrisers Hyderabad,2022,24000000,1.183086132,28394067.18
799,843,Shahbaz Ahmed,india,28.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,9,536,19.14,121.82,1,28,25,2,7.69,20.5,16.0,21,9.35,39.86,25.57,Royal Challengers Bengaluru,2022,24000000,1.183086132,28394067.18
866,731,MS Wade,australia,35.0,5.5777,wk-batsman,left-handed-bat,,22,1202,26.13,134.16,3,95,46,0,183,13.07,103.39,0,23,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2022,24000000,1.183086132,28394067.18
873,743,AS Joseph,west indies,26.0,,bowler,right-handed-bat,right-arm-fast,9,121,17.29,104.32,0,9,5,6,27,27.0,84.38,0,3,0,54,8.68,22.5,15.56,21,9.55,32.9,20.67,Gujarat Titans,2022,24000000,1.183086132,28394067.18
51,78,NLTC Perera,sri lanka,25.0,6.1,bowling-allrounder,left-handed-bat,right-arm-fast-medium,22,1204,23.15,151.64,3,88,64,8,422,19.18,137.46,0,23,26,51,9.35,33.67,21.61,31,8.73,32.77,22.52,Punjab Kings,2014,16000000,1.745533373,27928533.96
124,60,MA Agarwal,india,23.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,4,2665,22.78,133.25,13,264,98,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2014,16000000,1.745533373,27928533.96
374,185,GS Sandhu,australia,22.0,,bowler,left-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1,10.25,82.0,48.0,Delhi Capitals,2015,17000000,1.6363864,27818568.8
