season,player,team,runs,balls,strike_rate,fours,sixes,boundary_pct,dot_balls,dot_pct
2024,H Klaasen,Sunrisers Hyderabad,169,71,238.03,9,15,33.8,15,21.13
2013,AD Mathews,Pune Warriors,38,33,115.15,2,1,9.09,9,27.27
2019,K Gowtham,Rajasthan Royals,3,6,50.0,0,0,0.0,3,50.0
2016,C Munro,Kolkata Knight Riders,4,5,80.0,0,0,0.0,2,40.0
2019,GH Vihari,Delhi Capitals,4,8,50.0,0,0,0.0,4,50.0
2024,KA Maharaj,Rajasthan Royals,1,2,50.0,0,0,0.0,1,50.0
2016,KM Jadhav,Royal Challengers Bangalore,36,27,133.33,2,2,14.81,8,29.63
2016,KS Williamson,Sunrisers Hyderabad,19,14,135.71,3,0,21.43,4,28.57
2020,N Rana,Kolkata Knight Riders,34,20,170.0,7,0,35.0,8,40.0
2024,Mohammed Siraj,Royal Challengers Bengaluru,12,8,150.0,0,2,25.0,6,75.0
2023,GD Phillips,Sunrisers Hyderabad,31,15,206.67,2,3,33.33,6,40.0
2018,Mandeep Singh,Royal Challengers Bangalore,140,73,191.78,10,8,24.66,13,17.81
2016,KK Nair,Delhi Daredevils,43,22,195.45,2,4,27.27,6,27.27
2017,Rashid Khan,Sunrisers Hyderabad,11,9,122.22,0,1,11.11,3,33.33
2025,V Shankar,Chennai Super Kings,23,15,153.33,1,1,13.33,1,6.67
2025,SM Curran,Chennai Super Kings,7,8,87.5,0,1,12.5,6,75.0
2020,HH Pandya,Mumbai Indians,198,89,222.47,11,18,32.58,19,21.35
2022,Avesh Khan,Lucknow Super Giants,10,9,111.11,0,1,11.11,4,44.44
2013,SL Malinga,Mumbai Indians,9,18,50.0,1,0,5.56,13,72.22
2014,VR Aaron,Royal Challengers Bangalore,34,28,121.43,2,1,10.71,9,32.14
2018,R Vinay Kumar,Kolkata Knight Riders,6,3,200.0,1,0,33.33,0,0.0
