season,player,team,runs,strike_rate,fours,sixes,boundary_pct,dot_pct,impact_score_pos,phase,adj_price,ROI_z
2022,M Shahrukh Khan,Punjab Kings,30,166.67,1,3,22.22,38.89,0.363853053,bat_death,2487556.902,0.278465871
2018,R Ashwin,Punjab Kings,68,158.14,4,4,18.6,25.58,0.499409786,bat_death,113418308.4,0.005755324
2018,KH Pandya,Mumbai Indians,101,177.19,9,6,26.32,26.32,0.665543323,bat_death,131326462.3,0.007032889
2018,RA Tripathi,Rajasthan Royals,31,172.22,1,2,16.67,16.67,0.450317034,bat_death,50739769.54,0.014351468
2014,SA Yadav,Kolkata Knight Riders,99,157.14,12,3,23.81,26.98,0.659792049,bat_death,13559128.69,0.090831241
2016,RR Pant,Delhi Capitals,27,180,2,2,26.67,40,0.367628401,bat_death,31091341.6,0.020020574
2014,KV Sharma,Sunrisers Hyderabad,33,137.5,1,2,12.5,20.83,0.401956457,bat_death,72638189.39,0.007928351
2014,SPD Smith,Rajasthan Royals,75,197.37,10,2,31.58,18.42,0.792174783,bat_death,77480735.35,0.016944897
2014,S Rana,Royal Challengers Bengaluru,46,143.75,5,0,15.63,21.88,0.465008446,bat_death,3874036.767,0.22802977
2018,SV Samson,Rajasthan Royals,68,261.54,3,8,42.31,30.77,0.738559658,bat_death,119387693,0.009182755
2022,SO Hetmyer,Rajasthan Royals,218,205.66,13,19,30.19,24.53,1.141695622,bat_death,105721168.3,0.018050166
2016,BCJ Cutting,Sunrisers Hyderabad,57,211.11,3,6,33.33,33.33,0.664203295,bat_death,8181932,0.153342712
2022,JD Unadkat,Mumbai Indians,55,177.42,4,3,22.58,29.03,0.518626987,bat_death,16169119.86,0.058949318
2020,SA Yadav,Mumbai Indians,47,235,5,3,40,20,0.773867769,bat_death,2778744.691,0.532645791
2018,MP Stoinis,Punjab Kings,64,148.84,5,2,16.28,27.91,0.446832237,bat_death,92525462.11,0.006574294
2018,HV Patel,Delhi Capitals,30,272.73,0,4,36.36,9.09,0.743505828,bat_death,2984692.326,0.476150799
2014,F du Plessis,Chennai Super Kings,52,185.71,5,3,28.57,21.43,0.662683408,bat_death,92008373.23,0.011136199
2015,D Wiese,Royal Challengers Bengaluru,83,153.7,10,3,24.07,33.33,0.566390516,bat_death,48874934.44,0.019567731
2020,TK Curran,Rajasthan Royals,42,200,3,3,28.57,19.05,0.629319193,bat_death,13893723.45,0.08436239
2018,Mandeep Singh,Royal Challengers Bengaluru,140,191.78,10,8,24.66,17.81,0.860647966,bat_death,20892846.28,0.07647748
2018,Mandeep Singh,Royal Challengers Bengaluru,140,191.78,10,8,24.66,17.81,0.860647966,bat_death,2984692.326,0.551596977
2020,Abdul Samad,Sunrisers Hyderabad,73,165.91,5,4,20.45,29.55,0.54054705,bat_death,2778744.691,0.371236576
2025,A Manohar,Sunrisers Hyderabad,31,147.62,2,2,19.05,38.1,0.263329201,bat_death,33584000,0.01236357
2024,Arshad Khan,Lucknow Super Giants,46,176.92,3,3,23.08,23.08,0.470371397,bat_death,2217593.5,0.405030249
2022,A Badoni,Lucknow Super Giants,84,168,5,5,20,24,0.607147656,bat_death,2487556.902,0.466476809
2025,Ishan Kishan,Sunrisers Hyderabad,82,221.62,7,5,32.43,16.22,0.766712414,bat_death,118068750,0.009773961
2022,RK Singh,Kolkata Knight Riders,99,202.04,11,5,32.65,22.45,0.788202046,bat_death,6840781.479,0.218781602
2022,RK Singh,Kolkata Knight Riders,99,202.04,11,5,32.65,22.45,0.788202046,bat_death,2487556.902,0.606390334
2025,DA Miller,Lucknow Super Giants,73,137.74,5,3,15.09,22.64,0.473496832,bat_death,78712500,0.008854603
2015,CH Morris,Rajasthan Royals,76,180.95,3,5,19.05,11.9,0.730340689,bat_death,24437467.22,0.054741286
2023,Tilak Varma,Mumbai Indians,87,212.2,8,6,34.15,31.71,0.701824745,bat_death,2366172.265,0.567463022
2019,R Parag,Rajasthan Royals,59,203.45,5,4,31.03,24.14,0.668016984,bat_death,2888505.106,0.441858723
2023,RR Rossouw,Delhi Capitals,40,250,3,3,37.5,12.5,0.746688391,bat_death,54421962.09,0.023665679
2016,Sachin Baby,Royal Challengers Bengaluru,73,192.11,6,4,26.32,23.68,0.72828923,bat_death,1636386.4,0.852833597
2015,AD Mathews,Delhi Capitals,104,179.31,9,5,24.14,20.69,0.797611171,bat_death,130915003,0.009002747
2025,Abdul Samad,Lucknow Super Giants,77,179.07,4,6,23.26,18.6,0.620336063,bat_death,44079000,0.024344117
2025,KL Rahul,Delhi Capitals,64,200,6,4,31.25,15.63,0.665879961,bat_death,146930000,0.006002722
2022,N Rana,Kolkata Knight Riders,42,190.91,2,4,27.27,27.27,0.536150025,bat_death,99502276.06,0.007648923
2022,R Shepherd,Sunrisers Hyderabad,33,194.12,2,3,29.41,29.41,0.512662792,bat_death,96392829.94,0.00751466
2022,N Pooran,Sunrisers Hyderabad,109,187.93,8,8,27.59,27.59,0.739344438,bat_death,133706183.5,0.007920548
2019,CA Ingram,Delhi Capitals,53,151.43,6,2,22.86,34.29,0.442300772,bat_death,92432163.39,0.006489424
2016,STR Binny,Royal Challengers Bengaluru,35,184.21,2,3,26.32,31.58,0.4809829,bat_death,32727728,0.025542133
2018,YK Pathan,Sunrisers Hyderabad,133,162.2,10,8,21.95,32.93,0.68411586,bat_death,28354577.1,0.043670834
2016,KK Nair,Delhi Capitals,43,195.45,2,4,27.27,27.27,0.583991086,bat_death,65455456,0.014441684
2021,MM Ali,Chennai Super Kings,55,211.54,4,4,30.77,19.23,0.756496402,bat_death,92828160.9,0.012956633
2024,PJ Cummins,Sunrisers Hyderabad,89,143.55,6,5,17.74,38.71,0.416864588,bat_death,227303333.8,0.000816334
2022,D Pretorius,Chennai Super Kings,34,154.55,3,2,22.73,31.82,0.396480101,bat_death,6218892.254,0.119846177
2015,SN Khan,Royal Challengers Bengaluru,64,177.78,8,1,25,16.67,0.668932734,bat_death,8727666.863,0.144626584
2025,Washington Sundar,Gujarat Titans,27,168.75,0,2,12.5,18.75,0.378421082,bat_death,33584000,0.018951302
2020,PJ Cummins,Kolkata Knight Riders,98,188.46,6,7,25,25,0.718327053,bat_death,215352713.5,0.003702927
2024,R Powell,Rajasthan Royals,80,181.82,8,5,29.55,40.91,0.508254284,bat_death,82050959.5,0.00919841
2018,BCJ Cutting,Mumbai Indians,90,187.5,5,8,27.08,35.42,0.593708662,bat_death,32831615.59,0.032052901
2022,Washington Sundar,Sunrisers Hyderabad,83,180.43,9,3,26.09,23.91,0.657771214,bat_death,108830614.4,0.008909328
2025,JP Inglis,Punjab Kings,26,162.5,5,0,31.25,25,0.410450974,bat_death,27287000,0.026206295
2018,SR Watson,Chennai Super Kings,31,182.35,5,0,29.41,17.65,0.515838765,bat_death,59693846.52,0.013902368
2016,R Bhatia,Lucknow Super Giants,33,173.68,1,2,15.79,15.79,0.521411085,bat_death,9818318.399,0.099377044
2013,DJG Sammy,Sunrisers Hyderabad,53,176.67,3,4,23.33,30,0.546178466,bat_death,52331263.46,0.01735395
2022,JO Holder,Lucknow Super Giants,48,184.62,0,6,23.08,30.77,0.502684928,bat_death,108830614.4,0.006169987
2023,SM Curran,Punjab Kings,111,194.74,8,8,28.07,26.32,0.760185721,bat_death,218870934.5,0.003967496
2022,UT Yadav,Kolkata Knight Riders,48,154.84,3,4,22.58,41.94,0.383016537,bat_death,24875569.02,0.026889293
2020,SO Hetmyer,Delhi Capitals,72,189.47,3,6,23.68,23.68,0.641849315,bat_death,107676356.8,0.008749625
2014,R Dhawan,Punjab Kings,54,135,5,1,15,30,0.408581222,bat_death,58110551.51,0.010806863
2024,DJ Mitchell,Chennai Super Kings,38,131.03,3,0,10.34,13.79,0.350745965,bat_death,155231545,0.001634363
2022,SA Yadav,Mumbai Indians,82,227.78,5,8,36.11,27.78,0.769612921,bat_death,6218892.254,0.23518462
2022,AR Patel,Delhi Capitals,107,194.55,7,7,25.45,16.36,0.797585524,bat_death,2487556.902,0.613641611
2022,Tilak Varma,Mumbai Indians,63,150,5,2,16.67,23.81,0.493193703,bat_death,2487556.902,0.378416534
2013,NLTC Perera,Sunrisers Hyderabad,117,160.27,5,8,17.81,26.03,0.714068788,bat_death,83114359.62,0.013806243
2014,DA Warner,Sunrisers Hyderabad,114,211.11,6,9,27.78,16.67,0.91853523,bat_death,106536011.1,0.013864734
2014,RV Uthappa,Kolkata Knight Riders,37,168.18,5,1,27.27,27.27,0.533853352,bat_death,96850919.19,0.007886896
2017,CR Woakes,Kolkata Knight Riders,32,110.34,2,1,10.34,37.93,0.241747591,bat_death,65511608.8,0.004384512
2025,JM Sharma,Royal Challengers Bengaluru,115,191.67,8,10,30,33.33,0.710950978,bat_death,115445000,0.009129166
2015,RG Sharma,Mumbai Indians,77,213.89,7,5,33.33,25,0.771521072,bat_death,5236600.118,0.280509675
2014,DJG Sammy,Sunrisers Hyderabad,59,140.48,3,4,16.67,30.95,0.439127777,bat_death,67795643.43,0.009742143
2023,SA Yadav,Mumbai Indians,76,253.33,8,5,43.33,16.67,0.869526321,bat_death,2366172.265,0.7037061
2022,R Powell,Delhi Capitals,113,235.42,5,13,37.5,31.25,0.867654874,bat_death,34825796.62,0.04518363
2018,N Rana,Kolkata Knight Riders,47,174.07,5,2,25.93,22.22,0.510384752,bat_death,50739769.54,0.016627175
2021,CH Morris,Rajasthan Royals,64,156.1,2,5,17.07,31.71,0.564702498,bat_death,215493944.9,0.002328319
2014,MK Tiwary,Delhi Capitals,71,165.12,8,2,23.26,23.26,0.6221045,bat_death,54236514.74,0.019340219
2014,YK Pathan,Kolkata Knight Riders,49,148.48,4,1,15.15,9.09,0.566986837,bat_death,62953097.47,0.014604185
2022,R Parag,Rajasthan Royals,120,151.9,8,7,18.99,29.11,0.656170125,bat_death,47263581.13,0.023978742
2018,JC Buttler,Rajasthan Royals,83,159.62,5,5,19.23,32.69,0.508660875,bat_death,65663231.17,0.012182099
2014,WP Saha,Punjab Kings,80,210.53,7,5,31.58,23.68,0.800495843,bat_death,42614404.44,0.033400801
2023,HC Brook,Sunrisers Hyderabad,29,145,3,0,15,10,0.456387836,bat_death,156758912.5,0.002887513
2020,CH Morris,Royal Challengers Bengaluru,34,178.95,2,3,26.32,36.84,0.432782152,bat_death,138937234.5,0.003278795
2014,GJ Bailey,Punjab Kings,188,191.84,15,10,25.51,17.35,1.060003164,bat_death,62953097.47,0.029658738
2014,NV Ojha,Sunrisers Hyderabad,82,200,5,6,26.83,24.39,0.746941123,bat_death,9685091.919,0.145544852
2017,Basil Thampi,Gujarat Titans,28,100,1,1,7.14,32.14,0.231373167,bat_death,13258301.78,0.030837517
2024,Sameer Rizvi,Chennai Super Kings,29,207.14,3,2,35.71,35.71,0.459049553,bat_death,93138927,0.006765304
2016,NLTC Perera,Lucknow Super Giants,93,189.8,4,8,24.49,26.53,0.773333882,bat_death,16363864,0.088136695
2025,SE Rutherford,Gujarat Titans,97,159.02,7,6,21.31,31.15,0.567246939,bat_death,27287000,0.037252237
2022,R Dhawan,Punjab Kings,32,168.42,4,2,31.58,47.37,0.372554026,bat_death,6840781.479,0.101981382
2014,BJ Hodge,Rajasthan Royals,70,175,4,5,22.5,35,0.557964122,bat_death,46488441.21,0.020362882
2015,EJG Morgan,Sunrisers Hyderabad,46,200,3,3,26.09,21.74,0.608822814,bat_death,26183000.59,0.041989626
2025,R Shepherd,Royal Challengers Bengaluru,70,318.18,5,7,54.55,18.18,0.976580809,bat_death,15742500,0.116540832
2017,SA Yadav,Kolkata Knight Riders,39,139.29,3,2,17.86,28.57,0.418185007,bat_death,1559800.21,0.51266566
2020,SM Curran,Chennai Super Kings,67,163.41,5,4,21.95,29.27,0.527486188,bat_death,76415478.99,0.010560363
2025,V Nigam,Delhi Capitals,57,178.13,6,4,31.25,37.5,0.465118999,bat_death,5247500,0.167677442
2016,SV Samson,Delhi Capitals,30,187.5,0,3,18.75,18.75,0.533814641,bat_death,68728228.8,0.012221557
2014,RN ten Doeschate,Kolkata Knight Riders,46,191.67,2,4,25,20.83,0.640853046,bat_death,19370183.84,0.060889617
2022,R Tewatia,Gujarat Titans,158,179.55,16,8,27.27,27.27,0.876961941,bat_death,111940060.6,0.012350686
2015,HH Pandya,Mumbai Indians,85,242.86,7,7,40,22.86,0.910498952,bat_death,1745533.373,1
2022,F du Plessis,Royal Challengers Bengaluru,48,165.52,6,0,20.69,17.24,0.531864229,bat_death,87064491.56,0.009034014
2025,Aniket Verma,Sunrisers Hyderabad,57,178.13,4,4,25,25,0.51620469,bat_death,3148500,0.31245875
2024,Naman Dhir,Mumbai Indians,49,272.22,2,5,38.89,11.11,0.818628904,bat_death,2217593.5,0.70691572
2024,T Stubbs,Delhi Capitals,223,301.35,16,18,45.95,1.35,1.526394208,bat_death,5543983.75,0.526550108
2022,RA Tripathi,Sunrisers Hyderabad,27,337.5,3,2,62.5,12.5,1.016749017,bat_death,105721168.3,0.015778282
2016,JC Buttler,Mumbai Indians,69,176.92,6,4,25.64,30.77,0.610697725,bat_death,62182683.2,0.016169964
2014,MG Johnson,Punjab Kings,56,112,4,3,14,46,0.247853875,bat_death,125906194.9,0.001075082
2022,AK Markram,Sunrisers Hyderabad,90,209.3,6,6,27.91,11.63,0.810452949,bat_death,32338239.72,0.045467381
2016,KH Pandya,Mumbai Indians,50,166.67,5,1,20,20,0.564520176,bat_death,32727728,0.030448817
2018,S Gopal,Rajasthan Royals,37,112.12,4,0,12.12,30.3,0.267083899,bat_death,2984692.326,0.169308069
2022,DA Miller,Gujarat Titans,174,175.76,15,8,23.23,22.22,0.928036435,bat_death,37313353.52,0.045101521
2020,EJG Morgan,Kolkata Knight Riders,170,220.78,11,13,31.17,16.88,1.09247581,bat_death,72942048.13,0.02608195
2014,JP Duminy,Delhi Capitals,190,226.19,16,13,34.52,14.29,1.221762926,bat_death,42614404.44,0.052403914
2022,Shahbaz Ahmed,Royal Challengers Bengaluru,43,172,3,3,24,32,0.461754495,bat_death,29850682.82,0.027026759
2018,Shubman Gill,Kolkata Knight Riders,60,157.89,8,1,23.68,21.05,0.523350813,bat_death,26862230.93,0.034742852
2018,TG Southee,Royal Challengers Bengaluru,44,141.94,5,1,19.35,41.94,0.29725374,bat_death,14923461.63,0.035580549
2016,AJ Finch,Gujarat Titans,53,143.24,4,1,13.51,24.32,0.44756994,bat_death,16363864,0.04986825
2013,MS Gony,Punjab Kings,36,200,2,3,27.78,33.33,0.536128868,bat_death,61566192.31,0.014030709
2014,Shakib Al Hasan,Kolkata Knight Riders,105,175,13,2,25,15,0.805112441,bat_death,54236514.74,0.025826591
2017,DT Christian,Lucknow Super Giants,75,159.57,4,5,19.15,31.91,0.590880609,bat_death,15598002.1,0.070111527
2025,M Jansen,Punjab Kings,55,119.57,2,3,10.87,26.09,0.338785227,bat_death,73465000,0.006155671
2018,F du Plessis,Chennai Super Kings,28,311.11,3,2,55.56,0,0.939237328,bat_death,23877538.61,0.072906158
2025,RR Pant,Lucknow Super Giants,70,189.19,3,7,27.03,37.84,0.50756937,bat_death,283365000,0.000734182
2022,R Ashwin,Rajasthan Royals,73,182.5,6,3,22.5,12.5,0.676509625,bat_death,62188922.54,0.01820237
2022,RD Chahar,Punjab Kings,71,129.09,7,4,20,49.09,0.354559888,bat_death,65298368.67,0.007728745
2020,RA Tripathi,Kolkata Knight Riders,45,204.55,5,3,36.36,40.91,0.548393239,bat_death,8336234.072,0.123748765
2022,K Rabada,Punjab Kings,42,168,5,2,28,36,0.448908062,bat_death,115049506.7,0.004791503
2022,A Manohar,Gujarat Titans,37,160.87,5,1,26.09,30.43,0.442031374,bat_death,32338239.72,0.023566966
2018,Rashid Khan,Sunrisers Hyderabad,53,240.91,3,6,40.91,36.36,0.615775579,bat_death,134311154.7,0.006104106
2024,RK Singh,Kolkata Knight Riders,76,194.87,6,5,28.21,28.21,0.593927656,bat_death,2217593.5,0.512134443
2025,KH Pandya,Royal Challengers Bengaluru,31,129.17,5,0,20.83,37.5,0.244199813,bat_death,60346250,0.005069807
2013,JP Faulkner,Rajasthan Royals,40,129.03,3,2,16.13,38.71,0.325568566,bat_death,49252953.85,0.009997629
2022,MR Marsh,Delhi Capitals,27,168.75,4,1,31.25,31.25,0.446516583,bat_death,80845599.3,0.007907972
2018,C de Grandhomme,Royal Challengers Bengaluru,96,184.62,2,9,21.15,25,0.647442372,bat_death,32831615.59,0.035199042
2017,CJ Anderson,Delhi Capitals,76,217.14,4,7,31.43,17.14,0.848885187,bat_death,15598002.1,0.101908231
2020,PK Garg,Sunrisers Hyderabad,55,183.33,6,2,26.67,26.67,0.574738203,bat_death,26398074.56,0.039143405
2023,N Pooran,Lucknow Super Giants,130,185.71,11,7,25.71,21.43,0.828993108,bat_death,189293781.2,0.005709466
2019,SN Khan,Punjab Kings,35,166.67,3,1,19.05,23.81,0.48160674,bat_death,3610631.383,0.253699781
2016,DS Kulkarni,Gujarat Titans,25,192.31,3,0,23.08,15.38,0.576904524,bat_death,32727728,0.03117623
2014,VR Aaron,Royal Challengers Bengaluru,34,121.43,2,1,10.71,32.14,0.280698816,bat_death,38740367.67,0.011219274
2022,LS Livingstone,Punjab Kings,66,212.9,5,5,32.26,22.58,0.70249122,bat_death,143034521.8,0.006732021
2022,OF Smith,Punjab Kings,46,143.75,1,5,18.75,50,0.292027516,bat_death,74626707.05,0.004813241
2023,Sikandar Raza,Punjab Kings,34,125.93,2,1,11.11,37.04,0.251187568,bat_death,5915430.661,0.078918198
2022,KH Pandya,Lucknow Super Giants,56,151.35,4,1,13.51,18.92,0.485479709,bat_death,102611722.2,0.006385794
2018,R Tewatia,Delhi Capitals,32,152.38,4,1,23.81,23.81,0.407613558,bat_death,44770384.89,0.014792647
2023,H Klaasen,Sunrisers Hyderabad,109,178.69,8,6,22.95,18.03,0.758092539,bat_death,62112021.95,0.020753178
2016,KD Karthik,Gujarat Titans,54,192.86,8,1,32.14,25,0.670764303,bat_death,37636887.2,0.03155031
2014,DS Kulkarni,Rajasthan Royals,32,168.42,1,2,15.79,15.79,0.524369657,bat_death,21307202.22,0.044598919
2017,PJ Cummins,Delhi Capitals,47,162.07,3,2,17.24,20.69,0.542367073,bat_death,70191009.43,0.012144626
2025,TH David,Royal Challengers Bengaluru,126,206.56,9,11,32.79,34.43,0.78016403,bat_death,31485000,0.044923673
2021,KS Bharat,Royal Challengers Bengaluru,26,200,0,2,15.38,15.38,0.573878556,bat_death,2652233.169,0.413232115
2018,KD Karthik,Kolkata Knight Riders,185,186.87,20,9,29.29,25.25,0.971282144,bat_death,110433616.1,0.014197945
2014,CM Gautam,Mumbai Indians,32,123.08,6,0,23.08,38.46,0.315544216,bat_death,3874036.767,0.153865079
2015,J Suchith,Mumbai Indians,32,168.42,2,1,15.79,10.53,0.523482296,bat_death,1745533.373,0.573788501
2018,Abhishek Sharma,Delhi Capitals,57,228,2,5,28,4,0.752854284,bat_death,2984692.326,0.482171735
2016,P Negi,Delhi Capitals,32,123.08,2,1,11.54,23.08,0.308820132,bat_death,139092844,0.001558898
2018,KK Nair,Punjab Kings,58,214.81,5,4,33.33,25.93,0.621285571,bat_death,83571385.13,0.011581724
2022,TH David,Mumbai Indians,114,247.83,4,13,36.96,23.91,0.931979579,bat_death,102611722.2,0.014750449
2018,Shakib Al Hasan,Sunrisers Hyderabad,52,162.5,6,2,25,37.5,0.408609027,bat_death,29846923.26,0.023607635
2018,Shakib Al Hasan,Sunrisers Hyderabad,52,162.5,6,2,25,37.5,0.408609027,bat_death,2984692.326,0.260458275
2018,CR Brathwaite,Sunrisers Hyderabad,69,197.14,1,8,25.71,31.43,0.56072123,bat_death,29846923.26,0.033404523
2016,SR Watson,Royal Challengers Bengaluru,49,196,4,4,32,36,0.563508245,bat_death,155456708,0.004258999
2016,CR Brathwaite,Delhi Capitals,62,229.63,6,5,40.74,25.93,0.834330083,bat_death,68728228.8,0.020626898
2022,SN Thakur,Delhi Capitals,69,150,3,5,17.39,32.61,0.466046574,bat_death,133706183.5,0.003991309
2025,VR Iyer,Kolkata Knight Riders,42,280,6,2,53.33,6.67,0.882436915,bat_death,249256250,0.004096417
2022,MK Lomror,Royal Challengers Bengaluru,36,171.43,3,2,23.81,23.81,0.483972918,bat_death,11815895.28,0.076027757
2022,DA Warner,Delhi Capitals,27,168.75,5,0,31.25,37.5,0.411389833,bat_death,77736153.18,0.007464018
2022,HV Patel,Royal Challengers Bengaluru,34,121.43,3,2,17.86,46.43,0.229467228,bat_death,133706183.5,0.000589978
